P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P_dyn upstream
-1029.49,-1875.39,-912.681,-1018.8,-640.853,-368.686,-189.35,-155.553,735.235,357.209,158.535,-62.9195,802.034
-1058.93,-1833.88,-919.786,-1012.85,-635.241,-369.827,-191.191,-158.969,733.46,360.036,153.741,-52.6356,816.763
-1062.25,-1843.66,-917.784,-1022.15,-645.722,-380.854,-194.883,-155.915,743.146,355.516,151.529,-61.657,821.402
-1089.74,-1800.49,-919.97,-1020.85,-643.661,-380.854,-195.804,-157.891,727.529,349.108,150.421,-70.3135,814.14
-1126.99,-1839.79,-920.7,-1019.54,-636.924,-367.736,-188.058,-156.631,719.622,353.632,153.186,-61.1113,826.853
-1081.16,-1820.42,-916.689,-1016.94,-631.684,-361.273,-182.154,-148.724,730.495,363.051,157.243,-53.5365,804.254
-1084.67,-1862.66,-920.331,-1020.29,-632.246,-371.159,-193.775,-158.61,725.945,349.864,152.818,-58.4088,793.763
-1069.85,-1865.8,-920.331,-1017.5,-633.367,-361.273,-185.106,-154.294,728.716,378.684,169.601,-37.3019,796.182
-1080.38,-1895.5,-917.964,-1020.11,-636.175,-373.631,-192.483,-158.249,735.235,356.081,151.345,-62.0154,814.14
-1076.09,-1868.94,-917.238,-1010.43,-631.125,-361.082,-187.318,-152.68,721.204,358.527,156.69,-57.3239,809.096
-1096.96,-1845.51,-915.781,-1010.25,-631.871,-374.39,-184.185,-151.96,717.643,354.385,153.557,-69.771,811.315
-1101.25,-1854.73,-917.964,-1021.41,-635.428,-369.827,-194.515,-166.517,721.006,358.905,154.662,-49.9299,819.587
-1043.52,-1849.57,-915.597,-1012.85,-630.747,-364.314,-184.185,-151.598,726.934,359.093,150.789,-68.3277,801.025
-1085.06,-1826.14,-922.518,-1017.87,-637.299,-366.214,-185.29,-151.96,732.471,360.977,161.487,-51.554,811.115
-1111.19,-1840.52,-920.331,-1015.83,-635.428,-368.117,-182.522,-148.905,734.446,368.887,163.147,-39.4685,815.754
-1110.41,-1825.4,-922.337,-1016.76,-638.607,-370.968,-188.795,-160.406,728.318,358.153,158.722,-56.2422,806.272
-1100.27,-1853.07,-923.432,-1025.68,-641.606,-379.713,-196.912,-154.116,726.54,356.834,147.472,-73.0192,805.664
-1090.52,-1839.42,-922.883,-1029.4,-640.669,-376.294,-185.474,-157.174,720.809,361.92,153.741,-58.7672,821.81
-1053.31,-1819.3,-922.505,-1019.92,-634.587,-371.964,-193.48,-152.068,712.577,354.825,149.78,-57.2943,798.78
-1045.13,-1841.45,-914.315,-1017.33,-634.971,-366.579,-180.575,-152.426,716.91,354.664,155.671,-60.3814,794.128
-1080.43,-1800.12,-914.499,-1021.79,-637.963,-379.319,-191.642,-152.604,718.491,357.679,151.614,-62.183,786.865
-1120.8,-1799.01,-911.218,-1019.37,-628.61,-367.151,-189.797,-150.27,718.689,362.953,157.703,-58.9381,809.261
-1093.31,-1809.53,-914.499,-1022.72,-629.918,-372.855,-194.038,-154.941,711.571,361.259,154.011,-71.9244,808.051
-1113.2,-1780.94,-905.208,-1016.4,-633.847,-371.714,-190.166,-150.806,708.014,357.301,157.887,-61.1014,794.328
-1079.66,-1834.43,-917.05,-1027.74,-640.212,-376.659,-191.458,-151.167,704.259,369.922,162.684,-41.4411,798.165
-1100.52,-1863.77,-920.325,-1024.58,-640.021,-374.759,-193.118,-153.863,727.585,356.548,152.538,-65.6121,785.047
-1093.31,-1831.67,-924.333,-1028.11,-643.578,-384.645,-197.178,-151.167,704.851,356.173,155.671,-62.5447,793.723
-1091.16,-1824.1,-913.588,-1017.14,-635.159,-370.955,-182.972,-148.113,721.256,364.836,164.528,-45.9485,823.993
-1113.2,-1847.9,-918.688,-1014.91,-632.16,-376.846,-181.68,-147.932,719.872,356.923,159.544,-62.5447,802.804
-1073.8,-1844.76,-922.15,-1022.35,-637.963,-378.75,-193.67,-156.559,723.827,361.447,158.808,-59.6581,795.134
-1089.99,-1832.59,-921.781,-1025.69,-647.695,-380.081,-194.223,-156.559,715.723,363.896,151.983,-65.9704,807.446
-1120.61,-1914.31,-920.144,-1021.98,-638.15,-378.372,-198.283,-161.412,722.049,357.492,150.506,-65.4313,805.227
-1097.01,-1819.12,-921.6,-1024.39,-638.338,-378.372,-194.41,-156.201,723.63,352.406,148.662,-71.2011,803.208
-1120.02,-1854.17,-914.68,-1022.91,-637.214,-371.142,-191.089,-151.526,718.886,369.544,162.868,-48.4734,805.023
-1084.72,-1834.8,-912.674,-1019.93,-636.842,-373.996,-189.613,-155.839,729.758,357.11,151.246,-64.8888,808.455
-1105,-1855.46,-921.055,-1023.09,-639.087,-375.709,-190.537,-150.27,713.945,364.836,159.176,-53.5233,782.828
-1160.58,-1832.4,-926.338,-1024.58,-639.087,-373.236,-187.029,-150.99,714.142,370.863,166.369,-39.2745,800.18
-1063.86,-1840.15,-916.136,-1021.05,-640.958,-377.8,-190.166,-154.402,717.305,366.72,159.912,-58.754,815.721
-1064.19,-1782.13,-914.539,-1011.33,-629.958,-368.824,-188.048,-151.969,718.922,364.705,157.266,-61.4203,815.215
-1087.41,-1810.36,-914.733,-1016.74,-640.261,-377.895,-191.747,-152.864,712.978,349.854,148.958,-70.8198,811.168
-1071.81,-1843.01,-916.554,-1021.58,-638.016,-372.188,-187.503,-153.403,712.186,363.229,156.335,-49.8937,809.954
-1091.11,-1843.57,-919.651,-1023.8,-639.886,-375.991,-197.832,-154.843,712.781,362.66,152.831,-65.7699,806.121
-1077.46,-1858.14,-917.465,-1013.2,-631.467,-360.589,-181.973,-152.864,725.037,366.809,157.808,-60.3584,818.838
-1120.36,-1799.84,-917.284,-1012.27,-627.722,-368.574,-184.554,-151.246,716.736,363.978,159.469,-52.2378,828.924
-1111.59,-1809.99,-921.653,-1014.32,-630.901,-362.87,-180.312,-146.933,711.988,367.937,159.1,-49.5354,795.63
-1106.32,-1802.8,-919.651,-1020.27,-637.453,-375.232,-184.554,-150.168,725.432,360.779,162.053,-47.9113,794.821
-1103.4,-1821.43,-921.834,-1020.27,-636.332,-373.141,-185.477,-153.044,726.816,368.127,159.837,-54.7661,804.914
-1088.77,-1835.45,-923.478,-1019.16,-639.14,-373.141,-184.185,-153.403,710.012,348.155,151.17,-65.0466,812.177
-1100.28,-1788.96,-915.824,-1022.69,-631.651,-373.141,-189.903,-155.379,733.141,358.143,155.78,-60.8976,806.729
-1101.45,-1801.14,-916.919,-1018.6,-638.016,-376.942,-190.642,-156.815,726.618,349.098,154.304,-69.0181,809.353
-1123.29,-1829.55,-917.645,-1018.04,-634.646,-372.569,-188.242,-153.044,722.861,365.865,159.837,-58.3726,779.491
-1103.2,-1830.28,-919.832,-1015.81,-631.651,-368.387,-181.049,-142.978,726.023,369.633,163.341,-45.0214,809.754
-1123.48,-1801.69,-920.927,-1018.6,-628.846,-372.378,-181.604,-144.957,723.058,377.547,173.119,-37.4466,809.353
-1105.93,-1844.49,-930.76,-1024.92,-636.332,-375.61,-188.795,-159.334,713.77,357.387,147.298,-64.8658,795.63
-1116.46,-1803.54,-921.834,-1026.78,-635.954,-376.751,-191.931,-157.358,730.57,368.502,163.341,-50.4362,808.544
-1190.57,-1804.27,-926.026,-1033.66,-646.061,-386.071,-193.775,-155.201,723.456,360.592,149.878,-69.3765,806.325
-1128.55,-1821.61,-922.748,-1024.73,-632.588,-370.859,-184.738,-155.379,726.618,361.342,156.888,-63.9683,799.667
-1091.31,-1809.44,-918.921,-1012.09,-628.659,-371.616,-184.922,-151.069,720.687,367.559,162.605,-53.5036,813.992
-1113.12,-1828.87,-917.448,-1027.32,-637.112,-381.929,-191.359,-155.027,728.986,357.465,149.882,-74.3836,803.254
-1105.53,-1815.78,-918.911,-1022.13,-633.189,-373.887,-186.756,-148.189,729.758,365.405,159.83,-55.2855,794.364
-1079.59,-1782.57,-910.35,-1005.96,-622.896,-360.766,-183.991,-150.707,719.481,365.218,161.306,-45.1825,800.013
-1115.47,-1810.43,-916.725,-1017.67,-627.761,-363.045,-184.36,-151.069,712.758,362.581,159.83,-60.3354,808.084
-1129.51,-1795.48,-920.006,-1027.34,-639.554,-373.125,-188.969,-155.02,717.502,368.795,153.929,-59.2537,825.035
-1113.52,-1809.51,-915.449,-1023.99,-638.805,-373.887,-193.213,-155.379,711.965,358.245,150.608,-58.5304,803.241
-1090.9,-1797.7,-918.73,-1024.73,-635.997,-371.03,-185.467,-155.379,713.747,352.784,153.005,-79.6373,810.507
-1091.1,-1783.5,-909.804,-1019.16,-633.752,-368.561,-186.02,-155.02,719.678,371.244,165.732,-51.4948,816.96
-1133.61,-1813.56,-916.909,-1016.56,-632.252,-366.47,-183.991,-149.99,722.443,366.536,163.891,-55.8247,813.735
-1165.59,-1817.07,-917.82,-1024.92,-642.546,-369.511,-183.067,-151.604,719.875,371.622,165.547,-39.5869,799.003
-1104.16,-1823.15,-913.812,-1020.09,-636.747,-367.989,-179.563,-149.27,721.848,365.593,156.329,-54.023,822.812
-1127.17,-1795.12,-920.371,-1021.76,-637.871,-373.693,-190.448,-149.629,736.873,358.813,150.608,-61.417,806.469
-1107.48,-1817.07,-926.2,-1025.85,-638.992,-374.647,-186.388,-150.707,732.326,359.001,157.986,-52.0373,800.621
-1113.52,-1823.15,-917.82,-1014.69,-630.194,-370.274,-183.252,-148.731,730.748,362.581,161.306,-42.4734,809.497
-1094.8,-1831.09,-917.82,-1013.95,-634.314,-371.984,-183.436,-153.764,732.523,354.855,152.821,-57.6296,828.26
-1154.08,-1808.21,-925.105,-1028.64,-638.992,-373.125,-186.756,-151.246,743.793,375.952,169.424,-37.4236,808.084
-1105.33,-1841.6,-928.202,-1031.8,-646.291,-376.356,-188.601,-149.27,728.772,363.143,155.405,-58.5304,805.661
-1101.43,-1809.69,-914.723,-1018.6,-634.314,-366.28,-185.096,-151.246,712.758,363.143,162.411,-48.9699,808.689
-1116.84,-1791.61,-922.373,-1020.46,-640.491,-378.26,-181.775,-154.662,731.537,358.245,158.354,-55.8247,837.745
-1115.67,-1834.59,-917.636,-1020.83,-639.554,-380.732,-191.181,-158.436,734.7,359.944,157.802,-59.9737,810.303
-1144.91,-1855.6,-922.396,-1029.81,-645.39,-384.434,-196.343,-162.434,724.232,353.961,151.894,-73.6439,799.424
-1164.22,-1839.01,-924.954,-1039.86,-645.212,-383.803,-193.397,-154.701,726.983,358.698,155.754,-55.2625,798.806
-1116.84,-1821.67,-915.847,-1018.29,-640.721,-379.049,-186.388,-152.545,732.517,364.35,163.131,-55.2625,806.473
-1128.93,-1873.69,-920.946,-1017.74,-632.861,-368.972,-182.696,-144.996,730.935,372.073,165.347,-42.6345,804.454
-1113.72,-1831.63,-919.851,-1011.97,-639.226,-374.676,-187.309,-153.804,729.752,358.889,155.201,-61.2132,814.14
-1109.82,-1813.55,-921.854,-1022.76,-638.847,-376.58,-193.213,-152.186,740.229,358.32,156.309,-58.1491,805.664
-1120.74,-1822.77,-923.859,-1024.24,-639.226,-384.184,-189.524,-156.497,727.776,359.451,151.144,-69.5146,816.563
-1127.76,-1822.77,-920.397,-1023.69,-639.226,-376.386,-188.969,-160.452,734.693,357.758,157.417,-63.9222,809.297
-1124.25,-1820.37,-923.129,-1028.71,-644.088,-378.858,-199.299,-145.535,730.146,356.814,155.017,-52.1951,813.334
-1093.44,-1813.92,-916.39,-1014.95,-637.164,-373.726,-184.912,-148.412,735.482,362.466,159.626,-42.8154,819.186
-1145.7,-1810.97,-918.03,-1016.99,-637.539,-371.445,-184.912,-148.77,733.703,363.219,163.131,-49.3085,787.306
-1148.82,-1833.47,-904.731,-1015.13,-627.62,-369.541,-182.512,-153.442,722.437,368.492,167.375,-44.2554,807.886
-1087.59,-1806.17,-907.828,-1014.39,-632.298,-368.4,-188.969,-154.521,717.692,361.526,162.395,-61.2132,778.629
-1128.15,-1834.76,-919.306,-1024.06,-639.784,-366.122,-194.505,-155.599,718.879,369.061,159.811,-48.9469,803.649
-1156.82,-1831.07,-927.14,-1029.64,-642.217,-383.803,-197.823,-160.81,736.472,361.148,152.065,-63.5606,814.34
-1102.99,-1816.5,-911.29,-1018.29,-633.798,-374.867,-187.864,-149.31,727.973,361.148,150.96,-66.9863,795.377
-1111.77,-1841.59,-915.847,-1022.94,-635.481,-379.049,-189.893,-149.487,723.028,363.219,152.436,-63.7381,811.92
-1132.05,-1818.9,-922.583,-1022.38,-638.101,-365.55,-189.893,-149.31,720.063,361.338,158.522,-54,822.211
-1103.97,-1848.6,-920.397,-1017.18,-636.977,-377.911,-184.728,-151.286,739.24,365.856,157.969,-58.1491,788.111
-1106.7,-1830.15,-923.859,-1021.27,-640.534,-372.585,-185.652,-146.614,723.226,367.93,163.315,-46.4219,794.568
-1122.24,-1833.07,-918.224,-1022.1,-638.381,-373.598,-191.615,-149.527,714.543,362.397,150.023,-71.1288,801.548
-1098.46,-1874.58,-921.328,-1022.11,-636.52,-370.876,-184.064,-146.466,722.239,364.307,159.051,-52.7507,796.084
-1067.65,-1858.53,-923.879,-1022.11,-638.762,-373.539,-190.886,-161.204,721.644,358.465,154.994,-62.308,815.257
-1121.67,-1840.64,-919.69,-1022.3,-640.07,-376.393,-192.546,-155.093,732.122,354.7,152.042,-53.6482,806.782
-1086.37,-1833.44,-918.78,-1012.63,-637.266,-374.111,-185.905,-149.701,726.586,359.596,159.787,-51.3041,836.443
-1134.73,-1827.54,-918.961,-1013.56,-635.208,-370.688,-189.778,-152.397,727.97,359.783,154.438,-61.0455,816.063
-1149.94,-1821.27,-924.425,-1021.18,-637.453,-377.533,-191.625,-153.656,726.191,365.251,159.972,-63.2121,820.501
-1133.75,-1831.78,-924.425,-1023.6,-637.266,-369.544,-183.508,-151.499,735.679,381.824,173.066,-40.4811,811.02
-1077.4,-1861.66,-921.328,-1025.09,-643.444,-375.82,-186.829,-151.499,740.226,364.494,160.156,-48.7792,803.553
-1094.36,-1830.86,-925.881,-1027.51,-642.881,-382.097,-200.476,-154.734,718.087,353.948,155.178,-63.0313,806.377
-1083.45,-1867.57,-916.777,-1022.67,-639.886,-373.348,-192.362,-154.014,725.201,361.483,155.73,-55.8148,807.992
-1037.62,-1837.87,-921.147,-1018.21,-638.016,-373.161,-189.594,-153.837,725.596,362.614,159.419,-56.8965,813.643
-1014.03,-1867.02,-910.945,-1021,-641.007,-375.633,-193.098,-159.406,726.191,357.903,156.835,-64.8362,811.825
-1013.63,-1818.13,-918.234,-1016.54,-635.395,-374.68,-184.981,-153.475,730.146,359.408,153.702,-69.1661,804.76
-1085.2,-1833.44,-927.341,-1025.83,-644.752,-380.006,-190.517,-156.533,737.063,362.801,156.283,-57.0773,789.022
-1102.36,-1878.27,-922.238,-1022.3,-642.691,-377.915,-192.914,-158.331,733.703,363.932,159.051,-48.0592,795.482
-1063.94,-1899.11,-916.409,-1022.11,-640.823,-379.437,-189.962,-159.768,729.354,359.974,153.702,-65.9178,797.497
-1101.97,-1894.5,-925.516,-1022.67,-642.881,-381.337,-189.409,-156.891,726.783,365.813,160.524,-43.5485,779.945
-1082.66,-1855.76,-923.879,-1024.9,-642.881,-382.665,-200.476,-157.072,723.423,356.772,149.273,-60.8647,774.697
-1097.48,-1849.12,-923.333,-1029.37,-645.877,-380.956,-192.362,-164.081,727.375,361.858,156.283,-61.588,779.744
-1024.71,-1850.09,-923.162,-1020.08,-637.299,-373,-191.441,-154.317,731.159,354.546,146.607,-69.7381,805.125
-1090.24,-1836.44,-916.794,-1020.47,-633.377,-367.233,-181.483,-152.157,741.423,367.568,166.146,-41.977,798.859
-1047.93,-1829.06,-916.978,-1008.94,-633.189,-369.137,-184.254,-153.235,725.014,358.718,157.292,-59.1156,789.377
-1088.49,-1802.32,-917.885,-1017.5,-634.685,-365.711,-189.419,-158.627,724.817,361.92,157.844,-55.5058,786.346
-1104.47,-1863.93,-922.442,-1026.05,-634.873,-373.128,-189.048,-154.133,730.353,353.632,156.924,-48.8318,778.682
-1081.86,-1847.88,-923.899,-1025.86,-642.546,-378.454,-194.213,-155.034,735.489,354.95,151.207,-63.4422,783.725
-1097.45,-1823.71,-920.437,-1018.98,-637.493,-374.459,-195.137,-161.681,730.547,352.126,148.254,-70.4811,780.697
-1093.94,-1856.92,-918.25,-1015.26,-635.435,-372.937,-191.08,-155.392,719.481,357.022,147.518,-73.1836,795.63
-1110.91,-1823.9,-916.794,-1022.33,-632.818,-380.736,-192.921,-151.078,740.631,364.182,165.594,-56.4099,798.053
-1074.06,-1858.21,-920.437,-1021.4,-634.873,-371.609,-187.387,-159.705,737.271,371.527,164.486,-48.2893,807.739
-1044.81,-1829.43,-921.347,-1015.08,-635.251,-371.609,-186.651,-159.705,727.98,361.92,157.292,-47.2077,803.902
-1069.96,-1825.93,-920.802,-1024.38,-639.926,-381.304,-194.029,-151.798,729.561,362.673,160.429,-43.0587,793.207
-1081.86,-1848.99,-914.243,-1025.12,-643.858,-381.495,-191.448,-153.054,730.547,366.631,161.721,-47.3885,791.593
-1032.52,-1851.76,-917.34,-1018.24,-635.81,-375.41,-192.737,-153.235,727.585,360.414,154.34,-50.2751,798.053
-1040.91,-1815.04,-908.233,-1011.92,-629.632,-361.716,-184.991,-150.901,727.782,360.789,160.797,-48.2893,773.031
-986.894,-1867.43,-910.054,-1011.17,-628.136,-369.137,-187.203,-156.293,725.211,355.703,154.156,-62.0022,809.149
-1078.15,-1876.84,-914.424,-1014.52,-633.377,-371.228,-190.156,-155.75,718.491,362.295,159.505,-58.3924,795.226
-1023.36,-1893.08,-912.056,-1009.87,-633.752,-372.559,-184.807,-152.877,725.211,353.445,158.768,-64.3463,826.906
-992.548,-1895.47,-922.442,-1020.84,-640.113,-379.782,-192.552,-158.088,723.035,356.269,148.807,-67.9529,805.115
-1011.66,-1879.06,-920.982,-1026.79,-636.747,-376.554,-190.895,-152.338,725.803,361.164,158.397,-58.034,792.402
-1029.88,-1906.08,-915.071,-1018.25,-635.034,-370.462,-187.667,-157.427,727.552,363.446,162.072,-51.314,800.177
-1037.89,-1917.34,-919.634,-1023.28,-644.775,-385.042,-196.711,-159.038,730.695,357.636,148.596,-65.9474,820.143
-1049.78,-1921.22,-917.083,-1005.81,-632.236,-370.59,-187.674,-158.86,735.242,356.693,157.263,-54.5819,814.087
-1006.1,-1932.84,-913.072,-1012.88,-637.477,-376.675,-186.753,-163.171,727.138,349.91,146.564,-74.9655,799.358
-1044.13,-1949.81,-920.177,-1016.59,-635.606,-371.162,-187.121,-151.67,723.975,370.254,165.008,-51.6987,811.667
-1038.87,-1911.99,-915.988,-1005.06,-635.793,-369.83,-184.724,-163.891,722.986,355.374,148.596,-68.114,781.602
-1063.24,-1885.06,-910.524,-1016.41,-631.49,-375.347,-183.801,-155.264,726.349,351.794,150.621,-58.5502,796.13
-1115.5,-1858.86,-917.81,-1027.01,-640.097,-379.148,-193.946,-158.14,715.674,347.274,146.564,-57.2877,806.825
-1136.56,-1841.33,-916.899,-1030.35,-647.395,-382.57,-196.899,-154.008,728.128,347.274,154.129,-64.8658,808.034
-1100.49,-1818.64,-924.553,-1029.24,-643.279,-383.142,-201.324,-159.038,726.546,360.086,155.786,-48.2696,799.963
-1104.39,-1818.08,-919.45,-1017.89,-635.231,-372.493,-186.569,-151.489,737.813,379.486,169.621,-36,786.04
-1120.57,-1863.65,-920.361,-1021.06,-640.097,-376.107,-189.334,-153.288,732.277,359.704,159.107,-55.3052,773.53
-1052.71,-1885.42,-915.988,-1007.85,-626.621,-367.93,-191.918,-156.342,739.789,366.299,167.408,-30.0493,781.802
-1137.54,-1861.99,-923.458,-1019.38,-638.039,-374.203,-192.654,-154.366,739.789,361.213,156.526,-61.0751,783.824
-1133.83,-1829.71,-912.346,-1014.73,-632.236,-372.493,-187.121,-152.926,724.965,364.416,163.904,-43.0389,774.339
-1065.58,-1876.75,-915.078,-1014.17,-629.428,-373.062,-189.334,-155.264,711.328,361.023,155.602,-46.4647,779.987
-1047.64,-1867.71,-912.711,-1012.88,-634.294,-372.875,-190.994,-157.059,721.999,352.172,149.885,-65.0433,783.015
-1080.2,-1836.72,-919.634,-1011.2,-633.173,-371.731,-191.178,-155.622,716.266,351.041,143.8,-78.3946,780.592
-1106.33,-1816.79,-914.167,-1015.48,-631.674,-371.921,-185.829,-148.794,725.754,365.359,158.923,-58.9151,780.592
-1058.95,-1866.23,-914.713,-1013.43,-632.049,-370.78,-177.344,-146.818,721.999,370.254,167.592,-43.3973,768.487
-1062.43,-1814.66,-913.947,-1013.74,-631.197,-368.755,-187.305,-152.854,730.511,367.812,160.228,-58.5436,764.364
-1068.49,-1900.45,-913.773,-1008.36,-632.141,-372.309,-189.344,-153.206,724.961,347.306,144.355,-74.4395,774.842
-1116.85,-1852.11,-916.324,-1018.59,-642.809,-374.213,-193.401,-155.185,733.263,356.913,154.317,-64.3365,793.812
-1039.24,-1886.61,-915.048,-1015.25,-638.131,-379.154,-187.867,-154.826,720.411,359.362,153.025,-58.5633,768.99
-1019.15,-1865.39,-917.054,-1014.69,-635.136,-376.113,-194.324,-155.366,718.238,340.902,134.765,-85.0817,779.889
-1038.65,-1835.51,-915.413,-1013.39,-643.371,-378.964,-191.924,-150.513,717.646,357.291,152.101,-75.3403,772.827
-1119.38,-1853.95,-919.966,-1016.55,-638.88,-370.409,-185.655,-153.206,732.868,360.303,155.237,-61.4499,796.837
-1104.37,-1879.97,-908.128,-1014.69,-635.885,-372.5,-188.052,-146.558,720.214,365.014,158.742,-45.577,846.273
-1096.76,-1817.24,-917.054,-1014.32,-633.827,-368.696,-190.636,-155.185,725.948,360.681,150.072,-63.4356,784.126
-1080.19,-1880.15,-916.873,-1021.01,-636.635,-372.691,-188.42,-149.254,718.435,369.909,153.209,-53.3326,774.441
-1024.8,-1932.18,-921.972,-1016.73,-633.265,-374.4,-191.74,-151.41,723.972,360.868,156.714,-52.6093,815.803
-1064.59,-1815.4,-919.966,-1022.31,-641.872,-380.104,-196.718,-151.591,724.764,351.074,154.317,-65.0565,804.099
-1111.97,-1835.88,-930.533,-1026.59,-639.439,-373.45,-182.887,-157.341,737.609,366.71,159.478,-41.428,833.159
-1110.41,-1840.67,-917.419,-1017.48,-640.376,-373.45,-190.82,-153.926,728.913,368.591,160.402,-58.7441,822.665
-1051.91,-1885.32,-914.687,-1007.62,-629.52,-361.47,-177.35,-152.13,732.668,365.201,162.431,-46.6587,818.627
-1096.76,-1795.66,-915.048,-1017.1,-632.89,-368.696,-186.944,-153.028,733.657,360.493,157.082,-55.4992,795.627
-1148.63,-1891.03,-924.704,-1023.99,-640.938,-376.491,-188.052,-158.058,732.076,360.868,157.082,-55.8576,810.559
-1076.68,-1813.37,-919.237,-1020.45,-634.573,-375.732,-189.896,-158.959,728.121,358.984,147.123,-67.5814,817.214
-1143.17,-1872.77,-915.232,-1023.05,-634.015,-373.259,-184.179,-157.341,733.263,362.374,153.58,-58.925,817.822
-1128.94,-1893.25,-911.225,-1019.71,-638.69,-373.072,-191.004,-160.218,718.435,348.625,145.463,-71.9146,807.127
-1084.26,-1835.83,-915.808,-1025.46,-642.355,-380.791,-188.594,-148.905,722.94,356.16,154.655,-58.7178,807.735
-1119.38,-1842.29,-920.371,-1020.08,-636.566,-377.497,-187.124,-153.212,743.28,369.939,157.782,-60.1809,798.04
-1060.88,-1823.3,-918.185,-1015.62,-626.272,-364.185,-181.96,-150.158,730.041,372.954,159.439,-51.3403,812.969
-1071.6,-1851.89,-924.014,-1024.54,-634.692,-372.362,-192.658,-160.583,730.633,360.523,154.461,-60,782.907
-1095.59,-1855.76,-923.468,-1020.64,-639.373,-374.265,-189.893,-160.402,731.82,361.463,155.75,-61.4433,787.345
-1131.27,-1821.45,-920.006,-1018.97,-640.682,-380.16,-194.134,-160.761,728.062,353.74,158.334,-61.805,794.206
-1107.29,-1857.79,-922.011,-1023.43,-633.009,-376.547,-192.658,-156.27,728.657,352.797,149.668,-66.4965,797.635
-1150.58,-1873.84,-923.83,-1025.1,-640.307,-382.251,-195.058,-156.809,717.193,359.767,151.877,-61.4433,784.317
-1088.18,-1809.64,-923.287,-1012.46,-631.513,-370.462,-182.696,-156.809,716.203,361.654,159.995,-56.0318,776.246
-1066.34,-1840.82,-919.641,-1012.46,-630.763,-368.752,-183.804,-146.564,726.48,369.189,161.287,-45.0247,784.117
-1036.7,-1834.18,-910.715,-1012.27,-633.571,-370.843,-187.864,-150.697,727.47,366.927,163.867,-47.9145,775.641
-1087.01,-1812.6,-920.552,-1016.55,-628.892,-371.602,-185.467,-156.986,730.238,359.954,152.617,-63.7874,789.564
-1094.61,-1846.54,-919.46,-1020.45,-632.262,-376.928,-193.766,-155.191,731.622,366.74,163.128,-38.8965,789.364
-1075.31,-1834.18,-917.455,-1018.41,-635.629,-374.834,-196.902,-159.143,727.667,363.16,155.198,-58.9184,778.265
-1039.82,-1837.5,-918.73,-1018.22,-642.365,-377.879,-192.289,-157.171,727.667,350.538,151.877,-62.1633,789.364
-1074.33,-1841,-917.455,-1022.13,-637.874,-376.738,-193.029,-152.315,727.47,354.306,155.75,-46.1096,778.869
-1077.84,-1834.92,-924.375,-1017.29,-632.072,-372.362,-187.677,-148.001,719.958,359.767,155.014,-55.4893,777.66
