P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P_dyn upstream
681.383,-688.557,-527.027,-673.733,-460.291,-316.517,-181.769,-95.6253,281.066,6.17096,-12.4438,-45.9814,848.749
683.139,-682.103,-523.568,-670.761,-459.541,-312.714,-183.794,-99.5836,276.72,-0.417534,-16.8658,-55.3644,782.769
694.268,-679.891,-523.2,-667.227,-456.924,-315.186,-185.274,-97.6044,282.645,4.29041,-13.5485,-45.8039,798.306
693.097,-684.5,-523.93,-679.687,-460.853,-319.943,-188.223,-100.478,275.139,-3.24165,-20.0022,-59.3326,778.735
668.69,-675.834,-527.938,-674.292,-458.607,-313.854,-192.464,-101.02,265.46,-10.0208,-28.3003,-67.6274,838.662
660.684,-681.551,-521.017,-671.132,-456.924,-311.382,-182.505,-96.5261,273.955,0.147945,-19.2658,-51.0345,832.606
670.057,-681.367,-519.558,-668.713,-451.496,-311.576,-182.321,-97.0653,274.547,-6.44384,-27.9321,-63.3009,836.844
680.404,-672.885,-517.375,-664.994,-453.554,-311.954,-178.261,-91.6735,284.821,10.3134,-11.7041,-46.8855,826.554
643.306,-695.379,-524.657,-683.405,-458.233,-319.753,-183.242,-97.9628,289.762,10.5008,-9.85973,-36.6049,836.44
682.958,-680.269,-520.83,-670.373,-452.315,-310.11,-182.841,-99.5705,280.896,6.8811,-15.9386,-62.1798,830.213
669.278,-697.056,-531.225,-677.639,-457.187,-314.801,-181.187,-94.3562,294.908,21.5967,-7.83452,-33.8795,833.432
668.696,-704.798,-531.587,-681.916,-468.043,-318.036,-186.352,-90.582,293.724,12.9337,-11.1551,-40.1951,841.299
656.979,-687.65,-520.656,-680.614,-462.428,-321.459,-187.276,-97.5913,282.658,-1.18356,-17.7929,-52.0965,835.851
663.229,-694.287,-526.85,-687.12,-463.924,-321.646,-186.352,-98.4921,286.215,7.85096,-15.7644,-44.8833,853.207
672.013,-685.989,-523.937,-672.063,-447.646,-312.714,-180.079,-92.022,288.388,17.8323,-5.43781,-38.3869,854.216
679.043,-691.335,-524.847,-674.292,-456.816,-312.142,-183.215,-91.6603,292.734,10.1129,-13.1803,-49.394,835.447
668.302,-688.018,-525.939,-673.92,-453.636,-310.81,-181.371,-94.1754,291.354,9.16932,-10.971,-46.6882,843.518
684.316,-684.145,-524.663,-671.688,-456.066,-311.951,-180.819,-92.3803,292.143,12.9337,-9.86302,-31.3545,838.071
684.316,-693.367,-525.939,-683.405,-459.623,-318.418,-187.276,-100.826,282.066,3.7085,-19.634,-55.1639,827.58
661.079,-681.196,-527.579,-674.851,-455.32,-312.714,-190.78,-95.7962,274.757,-2.6926,-19.8181,-60.217,844.731
671.82,-698.16,-530.857,-682.659,-455.691,-316.133,-186.168,-99.028,289.575,11.0532,-7.65041,-39.8302,833.833
674.746,-664.044,-512.098,-658.488,-450.079,-307.197,-184.139,-99.2088,264.086,-7.02247,-26.2718,-68.6926,835.246
678.651,-685.989,-533.773,-678.385,-459.061,-318.227,-184.876,-97.0521,284.436,2.01534,-17.977,-44.3408,829.394
674.552,-685.069,-522.842,-672.993,-457.374,-310.429,-184.692,-98.4921,275.941,-2.6926,-19.634,-59.4937,832.219
688.804,-693.919,-524.663,-672.431,-453.071,-311.191,-177.314,-93.9979,291.551,18.7726,-3.96165,-30.9929,834.441
693.298,-681.009,-520.475,-670.015,-450.638,-311.001,-181.371,-100.826,278.709,-0.243288,-20.1896,-58.9546,832.823
677.869,-698.344,-533.044,-688.422,-466.36,-321.077,-187.46,-95.6121,290.364,5.02685,-15.3962,-44.8833,832.419
675.137,-684.329,-526.123,-680.801,-462.806,-317.846,-186.168,-98.6696,277.325,-3.63288,-16.5008,-58.5896,814.866
646.238,-704.062,-531.225,-687.12,-463.365,-320.89,-185.8,-95.2537,294.71,14.6334,-10.4153,-38.5677,793.273
664.218,-682.491,-521.727,-669.834,-452.726,-309.886,-181.404,-96.2236,284.321,0.203836,-15.028,-48.1052,776.354
664.984,-680.101,-529.023,-669.847,-455.356,-310.968,-181.042,-98.377,284.305,-0.897535,-13.9332,-45.4225,796.317
685.878,-674.936,-522.283,-671.333,-457.039,-311.537,-181.042,-95.6811,285.094,6.44384,-12.8252,-44.5217,783.002
676.117,-686.555,-523.924,-672.635,-453.669,-311.159,-181.042,-95.862,287.073,9.45864,-10.7967,-49.2099,841.924
679.24,-686.555,-525.38,-674.124,-451.611,-311.349,-187.131,-100.892,279.955,3.61973,-17.4378,-59.8521,829.615
686.66,-676.228,-524.285,-667.615,-457.789,-312.868,-181.411,-96.937,275.806,2.30137,-15.7743,-59.6713,832.034
667.72,-677.336,-522.283,-676.915,-464.528,-322.948,-185.471,-97.2987,282.132,-1.46301,-21.6756,-57.8696,824.364
656.197,-680.101,-524.285,-678.957,-454.981,-311.349,-183.626,-94.2411,288.651,11.1518,-9.50466,-42.3551,834.457
683.925,-684.895,-521.007,-676.725,-459.847,-312.109,-188.788,-97.657,283.121,4.18521,-15.0411,-43.6176,838.087
690.76,-696.145,-527.198,-677.843,-458.538,-314.581,-181.598,-97.2987,290.43,9.08055,-12.2729,-44.16,839.096
686.072,-683.974,-526.291,-674.867,-460.971,-314.009,-186.763,-98.5579,279.758,1.73918,-17.2504,-57.1463,837.485
693.495,-681.393,-520.097,-675.614,-457.414,-312.109,-186.947,-93.7053,286.876,9.27124,-11.9047,-46.1425,848.377
684.904,-687.475,-519.916,-673.381,-453.11,-317.813,-179.934,-99.4521,275.609,-6.73644,-18.5425,-62.377,838.087
668.108,-688.768,-527.928,-676.541,-459.288,-312.677,-182.334,-98.7354,279.363,8.51507,-12.2729,-47.7666,834.658
654.832,-687.475,-523.739,-679.144,-455.731,-314.009,-185.839,-91.7261,285.291,1.92658,-12.457,-44.16,825.982
676.31,-679.73,-519.002,-675.055,-459.101,-313.059,-183.811,-95.142,280.748,0.420822,-18.3584,-58.4088,838.491
692.321,-680.285,-521.188,-673.381,-458.722,-312.49,-181.966,-95.5003,279.363,2.86685,-15.5901,-54.6214,801.16
682.169,-692.088,-526.471,-678.773,-456.855,-315.15,-177.909,-93.8828,286.083,12.8449,-7.84768,-48.6674,844.547
681.387,-694.853,-530.114,-678.773,-459.847,-314.009,-184.915,-100.534,279.363,5.12548,-14.1173,-47.9474,838.896
685.684,-688.583,-524.285,-671.895,-457.039,-315.15,-183.074,-99.9946,282.723,1.73918,-17.6219,-58.9513,847.371
671.478,-685.976,-519.002,-676.317,-456.789,-313.121,-178.731,-92.3179,289.631,6.39124,-9.45535,-34.9447,841.299
671.073,-684.326,-527.754,-677.632,-470.644,-316.481,-187.779,-100.58,273.215,-0.358356,-20.8965,-56.9721,836.848
655.647,-696.865,-527.754,-685.628,-462.786,-315.344,-189.804,-98.4231,285.068,4.53699,-14.2586,-46.8691,834.829
670.879,-688.195,-523.197,-675.4,-459.232,-312.681,-177.446,-90.3354,294.158,14.1403,-6.14466,-34.6028,841.69
685.72,-690.595,-527.024,-677.077,-453.055,-312.109,-181.506,-91.0554,299.494,17.5299,-7.25261,-37.1277,832.61
677.517,-685.615,-521.379,-676.518,-464.094,-316.675,-183.166,-95.7305,281.116,3.97151,-15.5507,-47.954,839.672
663.847,-685.799,-528.119,-674.473,-459.232,-314.962,-183.35,-98.6039,284.87,9.43233,-16.8395,-47.5891,835.638
681.032,-679.345,-524.111,-668.706,-454.55,-311.54,-184.823,-101.477,272.423,-6.38137,-23.8488,-64.9085,837.453
662.87,-673.815,-517.733,-664.8,-456.424,-310.968,-185.379,-101.3,271.039,-1.48932,-18.6871,-57.5113,840.076
665.215,-692.808,-530.486,-684.326,-469.335,-323.898,-191.096,-100.399,286.254,-3.18247,-19.9759,-56.6104,843.305
672.635,-688.564,-526.297,-680.236,-462.224,-320.476,-187.591,-102.917,276.572,2.84384,-16.6554,-54.2663,844.113
667.753,-686.907,-527.205,-674.285,-459.604,-314.012,-185.379,-101.119,272.62,-2.99507,-23.8488,-65.0893,843.305
666.582,-673.447,-518.279,-661.457,-447.064,-307.358,-180.582,-99.6822,266.89,-3.36986,-23.8488,-68.8767,836.848
668.732,-687.275,-520.468,-669.452,-456.046,-315.344,-177.633,-92.4921,291.59,12.4438,-11.8619,-43.9858,831.196
661.115,-694.281,-531.942,-677.632,-460.728,-316.103,-186.487,-96.8055,292.974,9.61973,-12.9666,-45.4291,833.82
663.653,-686.167,-523.197,-671.31,-457.171,-315.725,-185.563,-99.1431,277.956,1.71288,-10.2016,-48.674,831.403
661.309,-694.833,-523.381,-679.493,-457.733,-314.962,-185.195,-95.908,288.825,17.3425,-12.046,-36.9502,827.366
662.091,-694.649,-532.491,-678.191,-456.796,-321.998,-186.671,-95.908,291.788,6.04274,-12.9666,-46.6915,827.767
652.912,-694.097,-526.297,-679.118,-454.176,-317.244,-184.458,-94.6521,295.345,7.92329,-10.5699,-45.2482,844.314
659.359,-692.437,-531.216,-681.166,-457.92,-316.294,-185.379,-92.3146,304.432,15.268,-9.46521,-35.5069,831.604
649.812,-695.201,-533.188,-678.191,-460.698,-308.716,-183.508,-99.1529,289.805,7.11452,-11.8882,-47.7567,847.957
657.025,-684.51,-522.812,-668.723,-448.728,-305.612,-178.534,-92.6795,290.38,20.6992,-7.10137,-30.6411,833.419
664.054,-677.32,-516.253,-659.8,-443.675,-308.085,-179.642,-96.4538,279.515,3.18904,-11.8981,-45.794,830.19
654.681,-691.332,-528.822,-680.252,-468.382,-319.115,-188.864,-101.306,290.578,0.739726,-8.58083,-39.84,826.357
649.214,-698.894,-533.556,-686.575,-463.141,-319.687,-185.727,-94.1162,287.813,11.474,-10.7901,-45.6165,825.952
672.451,-691.519,-525.544,-671.142,-452.473,-312.842,-183.699,-100.228,276.947,2.24548,-20.0121,-49.5814,830.996
681.045,-686.358,-521.718,-669.285,-447.232,-310.938,-177.981,-93.2187,294.924,11.2866,-8.58083,-41.2833,835.638
655.657,-686.726,-532.1,-670.587,-455.28,-317.024,-183.515,-96.0954,289,7.8937,-11.3458,-31.9069,832.409
666.204,-692.995,-534.651,-676.909,-454.156,-313.789,-181.854,-91.9628,293.543,10.7211,-5.81261,-37.4959,821.514
672.257,-691.332,-531.193,-679.138,-461.08,-315.692,-184.991,-99.508,277.144,4.88219,-15.9551,-51.9288,828.372
675.577,-695.576,-528.092,-672.628,-447.232,-308.085,-179.826,-94.297,291.173,16.1819,-5.44439,-35.1518,837.656
670.498,-687.462,-523.174,-671.514,-452.847,-317.024,-182.407,-96.2729,284.259,8.27179,-12.8219,-39.4817,841.49
663.86,-692.811,-524.63,-680.624,-459.396,-316.646,-182.407,-92.4987,297.495,16.1819,-12.4537,-41.4674,834.023
654.681,-677.136,-516.438,-669.285,-452.66,-312.27,-186.095,-99.1496,269.832,-9.61644,-23.6975,-69.7841,853.194
663.663,-681.377,-519.35,-666.681,-449.852,-306.944,-180.566,-95.9146,282.28,4.5074,-15.771,-53.0104,833.82
666.204,-678.24,-519.35,-662.963,-449.103,-305.997,-182.038,-94.4779,280.504,4.32,-11.8981,-45.6165,836.042
669.913,-676.399,-520.991,-671.698,-460.333,-315.692,-182.223,-96.8121,285.048,5.63836,-12.8219,-43.2691,850.57
662.492,-694.284,-527.547,-684.53,-465.012,-320.828,-185.543,-95.737,290.578,7.33151,-14.2948,-44.5315,826.557
666.592,-675.66,-515.524,-668.723,-459.584,-309.797,-183.886,-101.306,268.452,-3.02466,-25.7293,-68.1633,847.947
664.643,-686.17,-520.807,-674.861,-455.468,-311.32,-184.254,-96.8121,287.024,9.96822,-13.006,-48.8614,826.357
669.304,-681.18,-520.827,-677.635,-458.824,-319.424,-182.275,-98.4559,280.925,-1.48932,-20.5512,-49.9365,851.228
665.583,-693.357,-523.019,-685.828,-458.459,-320.502,-183.574,-93.0609,305.211,12.8515,-0.831781,-38.0515,843.143
670.659,-682.291,-523.384,-679.881,-465.012,-317.461,-190.027,-100.787,278.144,-5.4148,-21.6658,-57.531,843.548
660.309,-693.541,-529.578,-678.02,-453.219,-310.997,-178.964,-92.8801,293.356,14.5447,-3.78082,-36.7891,847.986
685.5,-674.917,-517.375,-666.865,-451.723,-309.097,-183.574,-101.329,281.504,0.98959,-17.428,-56.811,854.042
680.42,-677.129,-523.019,-670.587,-460.143,-313.47,-181.174,-97.9135,282.49,6.25973,-10.4186,-42.2006,841.533
676.126,-692.805,-527.027,-683.228,-464.45,-326.591,-189.107,-99.7118,285.255,7.57809,-13.3677,-47.0696,827.205
661.677,-697.779,-527.208,-689.178,-458.088,-321.265,-186.526,-98.4527,289.605,7.95617,-11.1551,-36.4274,852.023
680.226,-678.789,-525.571,-667.424,-455.28,-312.138,-188.555,-103.124,273.6,-2.4,-18.7167,-59.1551,841.733
677.103,-682.107,-519.922,-670.771,-461.08,-315.179,-182.837,-96.4768,282.293,-1.08164,-17.2406,-52.8428,843.347
675.541,-692.433,-524.476,-680.811,-461.08,-316.129,-185.05,-87.8499,300.076,18.4997,-2.12055,-28.1293,842.742
683.155,-678.974,-528.668,-676.347,-464.45,-311.185,-182.466,-97.0127,281.106,3.06082,-16.1359,-47.7929,850.209
671.833,-685.243,-519.193,-673.746,-449.478,-310.997,-179.885,-99.7118,278.736,4.94137,-15.3962,-60.4176,836.082
676.32,-695.386,-520.287,-682.301,-457.151,-313.47,-180.257,-93.0609,301.654,15.863,-5.80603,-33.9025,838.1
673.782,-686.535,-527.938,-677.464,-456.214,-315.942,-185.602,-96.8351,284.466,5.31946,-11.7074,-44.7255,855.048
666.168,-697.411,-529.033,-687.13,-461.267,-318.793,-181.545,-95.5759,298.494,15.863,-4.33315,-31.3776,851.014
649.766,-688.56,-525.025,-682.301,-459.771,-320.124,-187.263,-103.486,279.327,-3.71507,-20.9293,-59.5167,843.347
677.882,-689.484,-531.4,-675.791,-453.784,-314.989,-179.149,-93.9584,297.903,17.1814,-6.17754,-32.64,840.924
668.315,-681.738,-527.757,-669.469,-456.401,-313.848,-182.466,-95.0368,294.345,7.76548,-11.1551,-46.5304,850.209
680.226,-673.444,-516.461,-672.257,-458.088,-314.611,-186.155,-97.1968,277.355,-1.64712,-18.9008,-59.6976,836.887
662.272,-682.107,-521.902,-674.828,-469.016,-319.489,-192.013,-100.836,272.232,2.43288,-26.446,-55.5288,836.009
674.364,-690.043,-523.184,-677.816,-455.55,-315.436,-182.798,-93.4653,293.356,12.8186,-6.35836,-34.9874,830.548
677.879,-684.694,-522.819,-678.004,-460.603,-320.002,-185.747,-100.833,283.279,1.33151,-15.028,-40.3989,833.777
684.323,-684.326,-522.638,-676.702,-464.722,-316.577,-186.299,-97.2395,283.871,2.08438,-17.977,-53.3852,834.181
673.976,-679.532,-516.625,-667.033,-462.661,-315.058,-185.007,-97.9562,276.76,-1.4926,-17.0532,-50.5019,816.224
679.638,-683.958,-519.725,-670.754,-461.537,-314.676,-183.718,-96.8779,277.749,5.66466,-15.2088,-41.4806,830.348
675.732,-686.726,-527.376,-668.335,-452.18,-308.591,-176.525,-91.8444,289.999,11.1255,-4.51398,-36.9699,836.601
684.517,-673.079,-519.357,-668.335,-451.805,-312.204,-184.09,-102.809,281.898,-1.68,-16.5008,-53.5661,822.678
684.911,-671.603,-517.539,-670.008,-456.487,-312.582,-184.274,-100.113,268.659,-12.0362,-28.8559,-69.6198,827.323
662.453,-695.576,-527.556,-681.166,-451.434,-314.867,-179.846,-94.182,290.591,10.1819,-9.12329,-40.2181,831.357
650.348,-684.878,-522.638,-677.261,-455.737,-310.11,-185.931,-99.0346,278.736,6.60494,-13.7359,-43.8247,847.5
657.377,-690.595,-527.376,-681.722,-455.925,-321.143,-184.458,-97.9562,289.207,4.9085,-13.92,-45.6296,850.725
676.317,-687.831,-528.102,-677.261,-455.925,-319.24,-184.823,-99.0346,285.255,0.203836,-14.4723,-46.5337,842.657
664.994,-676.583,-521.727,-671.31,-456.862,-313.154,-185.195,-98.857,277.154,2.08438,-15.9452,-49.9595,851.333
673.779,-678.056,-520.817,-668.335,-453.304,-310.872,-182.242,-98.6762,280.12,1.70959,-16.5008,-52.3036,840.234
680.029,-674.923,-516.99,-664.8,-456.296,-308.4,-183.534,-100.294,274.784,2.64986,-14.4723,-50.5019,811.177
709.513,-682.297,-525.916,-672.24,-450.122,-319.24,-185.563,-101.014,282.885,6.98302,-12.2597,-53.9244,819.048
689.205,-682.669,-528.651,-675.216,-455.925,-316.386,-183.906,-97.9562,287.625,6.41425,-15.9452,-47.6121,845.685
685.299,-684.51,-532.84,-679.865,-465.659,-317.717,-188.515,-103.351,269.451,-0.549041,-15.7611,-54.1085,810.372
678.661,-691.888,-534.661,-679.118,-463.039,-314.867,-187.223,-100.471,282.49,8.48877,-13.1803,-47.2537,841.848
678.467,-676.389,-526.984,-673.881,-459.712,-317.586,-190.757,-105.11,267.886,-7.77535,-26.0811,-65.5891,793.269
661.467,-670.495,-521.892,-667.947,-452.048,-310.491,-186.523,-101.51,263.523,-11.8915,-28.3036,-67.5946,824.128
651.314,-687.091,-528.086,-679.102,-461.967,-314.676,-190.396,-102.589,275.375,3.36,-18.7167,-54.0658,836.841
683.921,-680.821,-520.435,-669.433,-456.539,-311.445,-186.707,-102.589,271.226,4.11617,-21.4817,-54.4274,839.461
688.024,-679.161,-525.715,-671.106,-453.357,-312.013,-183.202,-96.4768,285.456,7.68987,-11.8915,-52.4417,852.175
674.746,-685.799,-524.624,-674.64,-462.155,-312.013,-181.542,-96.1184,286.836,12.3978,-13.1836,-39.0937,815.05
688.218,-702.579,-535.371,-692.489,-464.4,-322.093,-187.259,-93.7809,297.505,15.0345,-8.02192,-32.4165,815.05
694.468,-685.799,-526.81,-673.338,-457.289,-309.922,-184.123,-93.7809,286.639,6.37151,-16.32,-53.7041,838.455
674.94,-700.366,-530.634,-681.334,-458.785,-318.289,-181.726,-94.3233,304.422,17.6712,-3.4126,-34.4022,844.508
698.371,-686.538,-522.622,-671.852,-459.534,-310.491,-181.91,-92.7025,297.903,7.50247,-11.7074,-46.3069,830.788
700.13,-681.189,-518.614,-678.543,-459.722,-317.336,-184.675,-96.1184,282.293,5.05315,-11.7074,-51.1792,840.474
676.501,-693.729,-530.453,-682.077,-460.471,-315.626,-184.123,-95.3984,295.138,15.7874,-3.78082,-34.7639,829.375
676.698,-683.773,-520.981,-672.036,-452.423,-309.35,-180.434,-93.0642,284.663,9.38631,-8.75836,-48.6543,840.27
683.534,-681.926,-524.259,-671.662,-453.544,-313.723,-183.751,-98.9951,279.919,2.79781,-17.6121,-59.1189,837.446
690.757,-687.827,-526.629,-686.354,-456.165,-316.958,-184.123,-96.6576,286.047,1.66685,-18.7167,-46.8493,831.393
691.148,-674.92,-522.257,-678.73,-466.646,-316.195,-187.812,-99.3568,265.499,-11.1386,-27.9386,-65.6121,846.323
681.969,-684.691,-521.892,-671.106,-455.044,-310.872,-182.094,-101.152,273.995,5.24055,-15.028,-55.3282,853.184
694.074,-683.402,-521.346,-666.829,-453.173,-308.591,-178.958,-98.8143,283.279,4.86576,-14.1074,-58.5765,848.545
674.94,-678.977,-520.616,-668.874,-457.851,-311.445,-184.307,-96.8384,274.192,4.49096,-16.5041,-50.9984,843.499
674.354,-689.856,-530.634,-676.873,-454.669,-316.008,-182.278,-92.8833,296.716,17.2932,-5.06959,-33.3206,844.107
671.478,-684.503,-518.617,-675.939,-454.748,-310.869,-179.474,-92.114,284.686,9.38631,-9.86631,-43.8937,842.696
663.064,-690.599,-520.264,-675.393,-452.699,-314.423,-180.404,-96.2466,291.192,11.4871,-6.00658,-37.417,839.862
658.38,-686.17,-520.445,-675.393,-454.011,-317.846,-187.042,-99.4784,281.905,-6.39781,-22.4154,-57.6263,840.267
667.167,-677.136,-513.706,-668.144,-453.824,-310.432,-181.141,-98.0417,277.953,4.14576,-15.9617,-55.0981,843.492
681.814,-683.037,-522.632,-677.626,-459.998,-315.183,-182.43,-92.8307,280.915,9.98137,-10.6159,-41.5693,844.705
662.677,-683.037,-528.28,-676.136,-458.69,-310.051,-183.354,-99.6592,279.14,1.69644,-16.149,-47.8817,842.082
676.932,-684.878,-517.167,-670.932,-458.315,-303.202,-176.9,-95.1683,287.241,12.24,-8.21918,-31.828,830.782
672.244,-696.129,-532.103,-680.414,-458.69,-313.092,-178.928,-91.0357,303.837,20.3375,0.0789042,-25.874,833.205
670.682,-689.859,-525.364,-683.576,-459.252,-319.368,-183.538,-96.605,292.577,9.60329,-12.8285,-50.5874,839.458
665.215,-680.272,-526.278,-676.883,-455.507,-316.705,-187.782,-100.918,275.777,2.44932,-13.7523,-44.9951,836.43
668.338,-688.015,-517.713,-672.605,-452.325,-314.614,-186.858,-100.738,278.545,0.943562,-19.2822,-63.3962,850.353
675.564,-693.732,-521.902,-676.136,-455.694,-313.851,-179.849,-96.4242,296.923,14.1238,-8.21918,-36.8778,847.329
694.896,-683.773,-526.639,-671.303,-450.079,-311.188,-182.061,-93.3699,291.39,9.22521,-7.48274,-34.8921,844.705
664.044,-680.637,-522.086,-677.254,-452.887,-314.045,-182.061,-96.4242,282.299,2.26192,-15.4093,-47.1617,835.625
667.365,-688.015,-525.548,-681.528,-463.927,-314.992,-184.093,-95.1683,284.078,3.38959,-20.206,-59.9672,841.276
688.452,-687.278,-525.548,-676.324,-463.555,-310.619,-184.277,-100.379,280.323,3.95507,-17.4411,-57.6263,841.881
687.475,-687.462,-522.632,-668.512,-449.33,-313.092,-182.43,-94.4483,287.043,2.63671,-8.77151,-48.7825,836.634
690.014,-674.739,-518.443,-672.418,-461.872,-316.705,-184.646,-104.87,276.174,-5.64822,-22.6028,-58.5272,836.029
663.064,-684.51,-528.096,-676.695,-459.439,-322.222,-184.093,-98.4033,277.161,-0.187397,-18.914,-53.474,823.115
673.805,-683.037,-520.629,-670.744,-449.142,-310.81,-182.43,-97.6833,281.31,4.89535,-16.5173,-56.7222,840.066
661.661,-680.815,-517.164,-670.544,-449.665,-306.119,-178.343,-93.5047,282.293,11.0367,-10.777,-46.8493,839.119
685.273,-683.037,-521.182,-669.63,-452.292,-312.714,-185.543,-100.685,285.439,6.54576,-16.1359,-52.8263,839.918
662.818,-685.618,-523.365,-676.883,-463.151,-319.368,-185.727,-99.9683,280.106,4.09973,-13.5551,-44.5282,826.8
689.372,-686.542,-527.192,-683.76,-460.153,-319.559,-185.543,-96.3748,293.54,3.72165,-13.3677,-47.0532,828.211
703.039,-681.377,-521.362,-674.279,-459.965,-312.714,-180.01,-98.7124,274.373,-1.92329,-20.5611,-57.3337,839.511
687.811,-688.199,-524.824,-672.977,-465.206,-314.232,-183.883,-96.7332,283.66,7.30192,-15.9485,-49.0389,834.063
686.052,-686.17,-525.735,-671.116,-458.469,-312.714,-182.038,-94.2181,291.169,11.4444,-6.54576,-36.9502,828.415
701.086,-692.995,-527.011,-677.438,-459.594,-316.514,-177.058,-92.959,298.281,13.3282,-9.86631,-36.7726,833.057
692.108,-684.142,-523.914,-674.834,-456.599,-314.232,-182.778,-97.8116,283.858,4.85261,-14.2915,-45.4291,830.834
671.211,-697.052,-529.739,-684.878,-457.345,-315.186,-184.619,-95.8357,294.329,10.5008,-8.75836,-40.7408,822.158
672.385,-686.91,-528.102,-677.067,-459.594,-308.91,-187.203,-94.5798,286.823,11.4444,-8.38685,-35.8685,826.8
696.401,-690.231,-524.095,-677.067,-459.594,-313.473,-182.591,-92.959,293.934,17.4707,-1.38082,-31.5419,831.239
702.651,-689.491,-525.551,-675.952,-455.849,-317.464,-185.359,-98.354,286.623,4.85261,-16.8723,-51.2022,841.529
468.825,160.402,-142.406,-265.105,-258.95,-219.127,-166.438,-103.831,-660.349,-375.488,-187.956,-51.8959,827.419
464.321,158.367,-139.134,-264.003,-256.152,-222.296,-158.331,-98.7946,-658.984,-370.376,-183.541,-50.2948,829.825
480.332,159.475,-135.307,-263.445,-254.844,-221.349,-159.991,-101.132,-652.662,-373.388,-181.697,-51.1956,823.572
485.017,164.824,-142.05,-270.513,-258.96,-220.018,-161.099,-101.132,-659.576,-374.14,-184.649,-50.4756,819.134
463.151,154.126,-143.872,-269.583,-261.022,-221.918,-159.991,-103.289,-663.919,-377.152,-188.706,-56.2455,806.624
