P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P_dyn upstream
-2258.52,-2003.45,-1099.49,-1072.5,-682.804,-575.415,-499.059,-374.568,744,384.674,145.259,-163.522,790.945
-1811.88,-1678.21,-883.079,-854.742,-666.52,-538.718,-458.302,-381.758,692.012,349.075,109.111,-158.472,779.645
-908.21,-1233.9,-747.725,-721.786,-753.37,-694.636,-509.389,-412.494,670.268,301.795,67.2461,-221.063,779.645
-628.731,-1159.03,-606.724,-580.455,-588.839,-631.891,-513.446,-447.179,668.884,293.132,47.3293,-221.606,779.645
-1208.13,-1304.72,-746.815,-801.374,-736.708,-716.312,-617.826,-439.273,679.161,359.435,104.87,-172.182,767.54
-987.19,-1358.39,-700.544,-748.005,-604.189,-621.433,-568.771,-443.586,683.711,320.256,77.5759,-208.254,761.488
-2273.58,-2006.62,-1071.8,-976.143,-471.304,-403.069,-374.959,-351.377,754.715,428.121,166.143,-111.547,777.814
-2164.76,-1953.12,-1034.1,-925.579,-442.488,-390.651,-370.54,-337.713,752.723,442.656,175.539,-104.893,810.29
-2238.68,-1967.7,-1035.2,-937.851,-437.619,-349.197,-307.828,-302.844,755.685,458.288,187.897,-80.8998,786.684
-1988.63,-1867.52,-957.042,-668.026,-497.33,-470.897,-459.071,-370.784,752.525,431.349,169.453,-112.649,806.861
-1615.94,-1744.1,-924.799,-980.437,-655.667,-481.927,-382.527,-307.157,752.525,441.334,168.898,-105.613,786.885
-1772.15,-1614.05,-803.836,-945.104,-845.626,-757.243,-504.625,-360,693.022,379.542,130.718,-154.859,772.557
-197.645,-748.347,-603.081,-612.421,-650.614,-721.118,-443.024,-406.373,692.624,356.939,110.614,-149.809,781.638
-2355.33,-2017.15,-1079.28,-1033.99,-538.879,-308.117,-303.771,-301.766,768.536,462.247,185.684,-91.7261,795.561
-2314.17,-1994.08,-1059.42,-986.759,-502.195,-335.5,-298.79,-300.687,755.685,468.839,197.119,-83.7863,787.289
-1757.33,-1716.06,-876.707,-813.074,-533.451,-550.758,-506.101,-365.931,713.78,388.208,136.619,-153.419,806.46
-1343.31,-1564.44,-756.839,-703.355,-624.786,-622.251,-545.201,-409.427,690.056,325.105,88.8527,-190.396,799.598
-1912.96,-1784.87,-913.868,-908.657,-707.323,-562.929,-400.603,-333.939,684.717,390.47,146.029,-126.178,782.848
-964.593,-1294.78,-686.338,-689.221,-564.71,-489.722,-440.811,-411.761,682.544,309.281,66.72,-212.584,791.928
-1916.47,-1813.28,-963.781,-801.173,-478.984,-389.51,-338.814,-341.846,702.51,401.961,152.298,-111.567,794.752
-2215.66,-1956.63,-1048.68,-997.358,-608.315,-585.745,-470.505,-366.112,731.767,388.965,139.384,-159.912,804.842
-848.361,-1198.15,-660.102,-685.878,-606.819,-697.352,-575.629,-445.374,691.243,328.872,85.1606,-185.704,787.085
-1527.4,-1447.86,-806.755,-1081.97,-691.227,-469.375,-452.617,-361.618,719.708,396.309,143.444,-116.617,740.476
-1961.52,-1768.27,-904.212,-899.356,-681.495,-485.159,-387.324,-342.204,686.101,375.4,135.699,-125.454,762.267
-1261.6,-1412.82,-783.252,-890.246,-770.953,-714.083,-573.969,-411.041,684.125,330.94,91.4335,-186.247,778.613
-905.892,-1326.69,-695.81,-742.593,-675.88,-731.958,-579.502,-434.768,689.464,318.322,69.1168,-217.276,760.048
-2150.39,-1905.49,-1040.01,-935.803,-524.4,-454.583,-409.687,-376.333,719.922,370.228,133.463,-157.19,753.357
-1835.02,-1752.19,-914.693,-885.239,-572.887,-454.902,-324.845,-315.939,734.338,417.728,161.671,-87.3995,788.456
-737.422,-1067.2,-626.877,-742.61,-738.138,-567.087,-498.408,-416.233,693.219,332.959,92.3277,-201.225,802.176
-2173.23,-1958.44,-1035.82,-847.306,-480.056,-461.938,-405.268,-365.007,721.092,432.612,167.389,-116.443,762.625
-2142.8,-1942.03,-1039.47,-922.061,-448.051,-352.406,-360.26,-339.843,722.673,434.117,172.369,-116.804,788.052
-2231.36,-1973.21,-1054.41,-983.238,-492.779,-365.339,-332.223,-323.846,744.418,445.986,174.214,-109.407,802.981
-2225.31,-1946.63,-1034.37,-970.406,-486.043,-396.332,-326.689,-290.775,736.511,451.638,186.94,-88.3003,796.728
-2227.07,-1967.85,-1035.64,-994.584,-511.871,-339.857,-317.648,-306.769,728.404,444.48,176.426,-101.29,789.262
-2186.1,-1983.72,-1068.43,-1008.53,-520.297,-292.504,-266.002,-301.917,750.743,456.349,189.153,-98.9425,768.681
-2298.46,-1940.55,-1036.55,-981.752,-475.19,-316.656,-297.912,-267.048,783.166,478.389,210.917,-60.1611,764.848
-2245.01,-1974.87,-1055.13,-1010.39,-516.74,-339.285,-278.545,-276.036,784.942,475.753,206.86,-64.6685,766.458
-1911.28,-1728.95,-893.925,-886.357,-751.424,-658.166,-528.842,-372.733,737.501,413.961,159.09,-124.018,800.966
-2080.97,-1917.85,-1021.8,-940.097,-606.388,-604.738,-318.756,-339.843,720.697,381.37,142.307,-149.635,785.228
-464.538,-938.289,-771.15,-854.374,-583.181,-457.374,-399.363,-368.601,692.229,387.022,141.015,-113.375,789.867
-2318.36,-1961.58,-1078.45,-1051.48,-550.8,-363.245,-318.756,-303.538,755.685,442.971,176.611,-100.205,770.696
-1479.88,-1565.15,-835.269,-915.367,-635.767,-468.023,-400.287,-370.577,694.998,373.835,134.377,-131.053,810.651
-1688.75,-1684.12,-873.341,-851.024,-613.684,-441.4,-376.863,-350.989,696.974,401.714,152.081,-113.017,787.648
-2345.87,-2033.35,-1122.53,-1118.8,-642.319,-441.022,-398.811,-345.771,729.788,408.687,154.849,-135.926,789.262
-1378.67,-1458.55,-780.076,-750.98,-467.142,-460.797,-314.331,-333.913,713.974,403.598,164.624,-89.9244,794.709
-2186.69,-1907.71,-1030.54,-1040.51,-616.491,-354.691,-279.469,-292.751,734.93,446.551,188.969,-90.6477,774.129
-1267.24,-1576.93,-795.262,-881.685,-688.396,-722.93,-541.115,-440.88,687.696,317.698,71.52,-220.139,813.752
-1568.15,-1584.31,-896.374,-844.324,-516.217,-376.231,-314.449,-319.019,679.97,387.617,142.698,-112.468,777.617
-2272.81,-1996.6,-1081.82,-1046.09,-558.891,-319.749,-286.412,-288.283,748.169,451.476,183.83,-100.383,794.368
-2201.61,-1943.83,-1067.43,-1037.72,-644.049,-469.029,-432.862,-348.855,742.633,406.83,168.155,-127.621,799.615
-2143.88,-1925.57,-1033.55,-948.273,-440.791,-367.102,-329.576,-336.092,745.401,447.899,177.377,-100.744,784.682
-1869.26,-1738.14,-921.15,-731.073,-591.834,-562.393,-474.359,-377.251,705.666,387.804,136.797,-145.118,784.278
-2274.56,-1950.66,-1060.14,-1044.6,-574.613,-336.487,-312.793,-313.447,738.681,443.188,178.297,-103.088,778.426
-2279.44,-1967.45,-1060.14,-1037.16,-574.613,-337.243,-288.996,-295.831,733.539,450.345,180.141,-83.2439,795.176
-1747.18,-1685.57,-934.445,-834.096,-619.532,-506.111,-427.697,-328.363,724.248,415.871,159.117,-109.943,800.42
-2252.91,-1950.29,-1023.71,-1012.61,-568.626,-323.172,-275.162,-276.602,726.424,431.32,171.843,-97.4959,773.583
-1433.79,-1593.16,-795.817,-823.496,-618.224,-578.364,-393.577,-349.213,720.293,375.183,129.603,-131.408,805.467
-387.265,-738.007,-511.802,-577.098,-647.981,-680.851,-550.712,-411.761,720.888,341.652,99.1727,-164.239,789.12
-1552.55,-1667.49,-858.48,-809.179,-659.395,-576.655,-484.501,-395.224,690.842,352.011,113.556,-155.763,775.602
-750.063,-1174.32,-611.82,-638.838,-578.17,-597.952,-584.459,-420.924,686.492,325.637,79.6242,-185.704,761.678
-1624.32,-1544.65,-881.438,-1142.97,-768.878,-659.938,-506.45,-392.709,710.213,385.917,123.334,-166.948,770.759
-419.063,-807.163,-543.137,-598.11,-604.748,-667.352,-642.184,-458.851,699.936,306.049,55.6472,-220.159,772.169
-755.912,-1117.16,-815.856,-791.139,-599.32,-556.879,-499.072,-404.571,680.762,338.262,99.7283,-169.473,755.422
-1131.53,-1480.28,-744.26,-767.895,-673.993,-635.79,-504.237,-427.397,681.946,332.045,86.6302,-177.59,772.978
-2111.69,-1894.21,-1009.86,-832.422,-427.128,-406.846,-431.385,-335.731,729.982,423.784,164.094,-100.563,730.807
-2073.27,-1833.33,-983.451,-838.37,-465.495,-361.588,-320.722,-289.9,736.702,444.697,181.618,-101.645,750.579
-1382.87,-1451.42,-852.418,-1053.5,-817.592,-610.268,-460.767,-374.042,722.887,393.794,148.774,-120.194,764.368
-1174.02,-1420.99,-934.58,-847.661,-557.076,-478.804,-416.137,-361.276,691.046,360.858,117.041,-138.796,764.358
-2010.84,-1850.25,-1032.4,-961.283,-576.352,-362.032,-322.803,-338.091,697.174,405.692,162.227,-113.721,790.186
-2079.3,-1858.74,-1021.11,-916.656,-487.447,-429.738,-363.567,-352.83,733.743,392.883,153.189,-128.515,792.809
-2141.51,-1962.98,-1046.61,-1000.89,-545.284,-430.498,-405.807,-342.046,749.56,410.591,176.43,-115.345,806.736
-1055.85,-1236.55,-685.927,-784.064,-662.824,-673.529,-559.999,-411.423,711.012,338.443,95.6483,-188.946,798.26
-678.868,-1030.54,-688.294,-630.832,-521.888,-516.835,-451.736,-411.061,691.838,324.125,77.0236,-190.928,787.362
-1699.19,-1526.12,-918.369,-1044.22,-572.798,-663.64,-519.978,-423.104,716.348,392.318,129.4,-169.101,780.5
-1860.08,-1810.58,-975.748,-864.398,-609.107,-523.684,-418.166,-407.648,681.558,345.978,102.838,-172.531,786.152
-2145.22,-1904.86,-1020.19,-910.889,-491.563,-408.819,-378.51,-354.266,720.106,395.52,148.212,-130.498,762.339
-901.98,-1364.18,-896.693,-823.302,-620.9,-482.226,-327.784,-313.47,727.618,412.662,155.037,-109.572,763.348
-2176.62,-1893.97,-1008.54,-974.299,-514.212,-379.338,-290.525,-308.075,724.255,428.489,164.995,-106.688,752.654
-1747.36,-1780.7,-942.776,-861.982,-656.272,-578.45,-480.322,-428.315,696.385,352.757,111.508,-190.386,778.077
-1278.16,-1382.07,-969.919,-973.184,-652.156,-511.7,-317.639,-339.528,741.456,423.025,155.957,-133.923,779.29
-1713.04,-1710.04,-963.725,-922.978,-601.25,-530.147,-349.92,-338.63,721.486,416.62,155.221,-116.607,768.799
-1314.24,-1559.88,-744.037,-758.216,-548.65,-487.171,-399.906,-385.539,698.558,374.798,122.39,-147.636,751.039
-2128.06,-1862.98,-986.312,-719.54,-461.428,-569.892,-342.543,-360.197,725.244,424.153,158.538,-138.434,787.161
-2123.57,-1880.14,-1004.89,-822.188,-435.784,-437.533,-404.884,-319.94,747.387,450.717,188.052,-94.0603,797.047
-2317.46,-1957.45,-1065.55,-1002.38,-499.615,-376.679,-330.368,-310.412,732.165,429.62,177.354,-101.093,802.498
-817.536,-1139.17,-576.806,-554.772,-659.829,-713.839,-507.068,-378.71,717.932,357.469,121.838,-144.569,795.232
-828.638,-1260.65,-568.639,-589.927,-574.485,-690.332,-561.423,-433.697,702.395,329.583,80.0121,-189.817,783.055
-2275.71,-1974.87,-1061.43,-992.539,-499.075,-380.348,-354.309,-323.698,736.186,430.205,173.145,-105.051,754.383
-2377.15,-1970.26,-1060.15,-1038.47,-547.358,-306.569,-272.41,-267.801,757.733,474.855,205.24,-59.5891,827.034
-1744.23,-1646.13,-822.418,-917.971,-735.245,-594.829,-412.222,-354.073,725.313,404.019,150.273,-121.831,787.68
-1418.76,-1585.26,-802.38,-879.663,-657.212,-611.941,-500.568,-410.328,682.215,336.391,99.7381,-188.755,795.147
-2295.8,-1932.81,-1043.75,-944.562,-484.662,-407.353,-337.338,-349.039,736.975,433.785,171.114,-113.172,780.418
-2296.39,-2013.07,-1055.42,-1023.41,-522.845,-329.767,-303.584,-291.166,772.961,454.13,182.367,-92.2422,797.57
-670.869,-945.482,-683.057,-795.055,-726.076,-747.689,-589.276,-406.731,739.743,401.944,138.099,-152.137,805.036
-2242.55,-1994.8,-1084.56,-1052.79,-594.52,-407.353,-396.73,-345.442,716.019,401.944,154.698,-125.619,795.755
-1931.85,-1792.23,-913.138,-614.864,-451.914,-427.319,-436.57,-350.834,748.048,451.305,176.463,-104.693,803.622
-2276.3,-1961.77,-1051.04,-1010.02,-538.938,-332.62,-280.896,-289.187,752.992,448.478,190.853,-96.0329,789.903
-2052.38,-1857.35,-983.274,-802.12,-426.461,-387.955,-367.956,-344.186,744.687,440.568,184.583,-93.5047,806.654
-2174.86,-1893.32,-1004.95,-861.071,-418.787,-378.26,-316.126,-305.185,774.74,452.624,190.113,-90.799,808.468
-2064.86,-1920.63,-999.67,-864.231,-437.501,-429.6,-357.998,-315.248,731.047,454.317,176.647,-104.331,806.246
-1918.39,-1841.48,-996.937,-849.725,-516.105,-508.889,-336.97,-336.996,719.382,377.458,143.076,-142.754,814.521
-1253.2,-1435.68,-864.681,-1006.67,-803.922,-660.803,-466.629,-373.302,698.226,376.702,132.566,-140.772,793.94
-1392.04,-1567.74,-842.095,-928.758,-710.354,-580.952,-523.437,-409.785,675.298,320.759,80.5546,-198.135,777.995
-424.324,-918.004,-642.612,-802.866,-638.683,-701.109,-623.024,-420.214,683.994,326.785,84.7957,-191.28,773.152
-2030.53,-1921.18,-1031.37,-832.061,-508.245,-448.044,-482.492,-412.665,725.51,418.337,140.311,-146.722,770.732
-2162.58,-1915.1,-1026.81,-900.678,-436.005,-384.914,-360.023,-329.987,746.072,442.827,181.259,-101.806,778.804
-2238.29,-1931.21,-1035.43,-913.309,-438.171,-361.25,-360.602,-338.571,749.971,451.493,176.683,-105.616,779.323
-1381.61,-1471.69,-876.014,-930.806,-773.76,-674.936,-548.367,-384.043,720.898,389.356,137.75,-167.869,775.48
-1911.62,-1755.77,-928.304,-937.871,-543.186,-340.083,-275.205,-295.611,714.569,414.786,155.642,-104.735,746.627
-1400.33,-1591.95,-795.298,-861.259,-708.26,-646.416,-526.051,-387.097,706.465,368.634,119.675,-164.081,765.186
-799.924,-1330.04,-667.572,-662.285,-565.644,-632.154,-567.18,-418.912,670.685,315.133,66.1874,-218.012,791.823
-1770.64,-1730.86,-1020.86,-1173.29,-772.077,-589.943,-393.623,-364.271,701.918,404.423,131.661,-145.503,767.208
-1177.26,-1304.59,-823.539,-959.813,-776.193,-687.104,-528.263,-428.617,682.942,346.028,93.485,-196.008,793.237
-1536.24,-1555.98,-906.257,-945.679,-841.322,-639.571,-528.635,-391.052,698.558,368.634,116.906,-176.528,778.304
-1850,-1709.83,-930.31,-1164.18,-842.068,-674.746,-477.36,-373.079,702.908,395.382,135.906,-139.371,780.119
-1942.05,-1791.55,-1008.11,-1142.42,-657.541,-456.27,-410.778,-343.601,681.755,403.674,144.944,-127.825,761.152
-1610.34,-1650.98,-806.779,-691.667,-607.943,-469.391,-394.36,-365.168,685.513,353.185,118.567,-150.013,784.357
-714.115,-1124.4,-740.637,-937.5,-762.346,-586.524,-468.507,-388.896,694.209,382.008,122.255,-150.914,761.961
-540.539,-988.107,-758.308,-784.458,-671.201,-723.038,-470.351,-364.991,719.317,395.948,127.236,-152.716,780.523
-1888.22,-1727.54,-894.78,-995.142,-704.703,-416.91,-351.755,-369.304,714.569,408.947,144.579,-121.332,792.632
-1371.28,-1449.74,-782.91,-694.643,-473.931,-413.297,-374.811,-323.109,694.606,388.978,138.306,-115.197,782.542
-2146.82,-1916.45,-999.541,-718.261,-480.296,-542.029,-415.756,-350.43,753.117,440.972,174.089,-94.994,790.209
-2032.73,-1879.55,-982.781,-782.042,-450.724,-407.974,-347.51,-352.586,747.978,437.017,162.654,-114.115,791.218
-2101.97,-1879,-1001,-826.856,-425.642,-365.566,-360.053,-333.896,743.037,458.305,187.371,-89.4017,785.77
-2171.59,-1922.17,-1016.67,-914.068,-483.853,-380.21,-364.113,-327.245,759.249,451.522,183.866,-100.044,798.684
-2088.31,-1862.95,-963.104,-677.721,-432.753,-468.822,-459.469,-349.174,774.668,457.927,183.13,-104.735,781.332
-1943.51,-1803.82,-930.642,-660.017,-534.898,-513.064,-399.459,-334.416,745.818,441.015,172.051,-106.649,801.811
-2154.58,-1941.27,-1028.84,-856.965,-532.291,-492.28,-397.805,-334.767,747.186,465.534,188.088,-99.2746,779.399
-2050.03,-1922.45,-1031.75,-930.977,-549.508,-463.756,-404.078,-355.437,724.452,409.207,157.654,-132.829,811.082
-2194.96,-1921.53,-1024.83,-994.945,-537.344,-325.506,-263.162,-281.75,737.501,441.232,186.059,-88.4483,773.346
-2260.11,-1989.06,-1038.13,-1005.73,-527.609,-317.326,-265.927,-279.594,767.349,452.348,194.361,-73.1146,773.951
-2167.25,-1942.56,-1029.75,-986.203,-509.267,-288.234,-268.327,-267.735,758.848,460.258,199.526,-75.6428,791.912
-2064.07,-1908.25,-1018.64,-866.078,-407.635,-373.43,-357.413,-329.737,761.419,463.085,189.38,-95.668,790.899
-2175.25,-1958.25,-1047.42,-985.832,-500.285,-328.36,-298.021,-288.763,740.269,448.577,195.469,-79.4302,799.375
-1715.33,-1733.55,-920.447,-878.351,-576.832,-502.356,-372.352,-347.888,703.496,389.241,146.956,-122.906,802.406
-1971.22,-1858.62,-966.54,-696.855,-556.994,-402.145,-399.097,-340.698,756.674,445,173.885,-99.0937,782.223
-2073.82,-1876.88,-1003.7,-882.625,-430.471,-363.922,-335.836,-328.12,752.328,433.131,172.777,-106.672,771.531
-2011.6,-1846.81,-979.835,-764.174,-425.977,-433.71,-391.904,-364.245,746.591,444.809,175.549,-107.753,789.489
-2137.21,-1898.1,-1050.15,-1007.59,-540.898,-464.515,-417.909,-361.549,737.895,398.657,146.219,-136.077,793.523
-1849.52,-1656.81,-995.139,-1144.83,-735.909,-475.736,-359.257,-314.64,744.812,442.172,170.196,-106.31,763.256
-1726.26,-1690.38,-915.712,-914.982,-749.386,-656.371,-492.605,-373.23,686.101,351.567,109.328,-183.521,755.787
-1362.72,-1490.44,-840.293,-1000.71,-768.849,-634.695,-471.393,-388.327,665.346,331.414,87.7513,-191.816,786.868
-1505.68,-1696.47,-867.62,-961.286,-765.854,-626.331,-492.605,-397.493,691.638,338.949,102.871,-169.989,777.18
-2130.97,-1920.43,-1016.09,-1034.74,-580.389,-347.754,-282.345,-290.377,728.206,422.394,163.187,-103.604,756.799
-2087.48,-1905.67,-1016.45,-855.476,-431.218,-390.733,-352.248,-315.719,738.687,442.928,178.498,-108.115,775.769
-2144.43,-1935.56,-1035.04,-951.804,-490.925,-399.673,-304.478,-338.726,741.055,414.48,159.866,-127.775,783.637
-295.187,-735.978,-638.404,-784.429,-614.568,-464.946,-430.488,-353.951,715.625,390.23,133.864,-121.644,785.678
-1911.83,-1756.43,-894.908,-1091.65,-678.954,-595.135,-431.602,-351.429,721.93,403.634,139.756,-138.441,759.433
-675.969,-1098.54,-553.697,-575.984,-609.712,-674.801,-553.697,-439.315,667.963,295.131,50.8603,-223.585,788.69
-1475.95,-1721.94,-868.86,-665.432,-570.036,-552.543,-426.806,-417.748,665.593,305.303,72.8055,-210.595,773.155
-1605.25,-1668.81,-892.906,-862.731,-661.736,-579.735,-418.324,-356.463,710.269,368.032,131.27,-143.671,745.914
-1218.34,-1354.34,-813.114,-888.395,-760.36,-697.427,-478.08,-359.879,711.258,384.043,135.327,-145.476,759.834
-2135.54,-1947.56,-1054.12,-1011.5,-658.182,-517.937,-363.357,-317.461,721.338,385.361,137.911,-153.955,761.248
-204.286,-746.68,-628.393,-895.089,-510.898,-591.143,-524.187,-333.995,718.965,405.331,142.705,-113.366,757.618
-1825.63,-1777.46,-959.576,-827.958,-491.06,-406.126,-409.102,-350.173,710.861,400.054,149.346,-124.912,782.233
-1243.88,-1432.17,-790.163,-696.303,-680.64,-651.229,-550.008,-398.338,681.012,369.163,123.709,-148.544,759.028
-1395.8,-1526.23,-793.986,-877.611,-710.956,-595.516,-437.688,-398.515,668.16,353.714,115.591,-154.856,748.537
-1814.9,-1712.71,-895.819,-842.091,-558.622,-620.995,-513.308,-387.735,676.86,371.043,122.972,-161.711,749.747
-2057.52,-1903.28,-1029.17,-937.674,-456.059,-358.205,-323.701,-298.409,754.156,429.068,165.393,-111.021,758.423
-2039.77,-1903.46,-1014.23,-917.964,-440.716,-359.918,-339.008,-291.58,766.613,453.936,191.954,-90.0954,771.942
-1820.75,-1798.68,-941.544,-669.153,-429.11,-364.481,-429.574,-363.653,738.934,429.068,165.577,-122.926,760.643
-1971.12,-1907.34,-1021.15,-927.262,-496.672,-385.97,-351.37,-320.696,732.806,424.922,179.596,-95.1453,763.066
-1345.49,-1550.76,-812.387,-774.96,-537.288,-449.671,-384.937,-333.097,696.826,389.507,148.609,-119.139,788.088
-921.321,-1264.15,-852.283,-827.958,-612.332,-490.176,-396.927,-364.909,690.697,389.129,140.68,-132.128,758.22
-2199.91,-1971.54,-1037,-937.674,-512.768,-487.703,-401.721,-314.407,749.81,439.052,175.907,-95.6877,759.232
-1862.29,-1800.15,-962.128,-720.106,-415.259,-381.406,-391.026,-366.707,748.82,431.892,169.085,-114.27,778.804
