P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P_dyn upstream
767.326,-204.46,-297.294,-444.24,-358.028,-286.011,-159.048,-92.0976,-208.044,-196.688,-107.402,-38.7419,849.393
732.175,-199.111,-292.925,-447.962,-362.522,-287.911,-161.26,-95.8718,-214.961,-203.086,-107.77,-39.1036,853.029
753.084,-204.467,-304.399,-454.373,-359.099,-283.085,-159.607,-102.914,-216.513,-199.798,-106.284,-42.8713,853.227
735.886,-205.21,-297.482,-443.228,-353.303,-277.512,-158.14,-97.1606,-216.727,-197.135,-105.373,-39.8236,856.442
753.66,-200.417,-296.936,-443.228,-351.433,-275.04,-164.594,-97.1606,-209.024,-195.064,-105.005,-36.7595,852.812
737.06,-199.496,-301.493,-445.644,-356.298,-285.12,-163.858,-99.8565,-210.404,-202.218,-111.275,-39.2844,858.461
723.196,-198.204,-298.212,-448.619,-354.99,-287.402,-160.909,-97.519,-211.194,-199.203,-111.275,-40.5469,849.18
730.81,-202.629,-298.031,-446.39,-357.232,-282.835,-164.41,-102.013,-223.838,-196.57,-109.798,-39.8236,846.757
732.763,-202.629,-295.66,-444.342,-359.106,-275.612,-160.169,-96.2598,-214.554,-201.84,-111.643,-39.1036,850.39
727.687,-201.521,-295.115,-445.644,-357.982,-284.739,-161.093,-97.3381,-206.259,-198.263,-110.17,-38.7419,851.599
727.296,-206.686,-300.763,-451.036,-355.736,-281.504,-160.721,-96.9798,-210.602,-194.686,-111.275,-34.4121,850.39
760.297,-203.921,-299.306,-443.599,-356.298,-280.744,-152.607,-98.5973,-216.529,-196.57,-104.269,-36.217,851.399
758.147,-198.572,-298.212,-439.881,-358.169,-281.126,-160.909,-98.5973,-205.072,-193.18,-104.084,-35.6745,849.18
752.877,-199.864,-297.12,-446.946,-359.668,-281.885,-155.556,-97.1606,-203.691,-197.885,-107.218,-34.9545,855.028
730.031,-203.921,-302.219,-451.782,-359.668,-286.639,-164.781,-101.112,-209.615,-194.874,-115.332,-38.0219,849.18
731.787,-211.115,-299.306,-447.505,-358.547,-279.031,-161.829,-100.392,-212.778,-197.698,-110.354,-44.8734,851.803
729.249,-203.737,-294.569,-442.669,-355.923,-279.031,-162.385,-98.0581,-216.529,-199.394,-108.506,-42.1677,838.689
743.895,-202.261,-296.936,-443.412,-353.303,-283.22,-159.245,-97.6998,-206.456,-196.004,-108.506,-37.1178,854.226
744.089,-203.181,-298.577,-447.133,-360.977,-283.976,-159.429,-98.0581,-207.048,-197.323,-109.062,-36.217,856.242
745.845,-204.289,-297.666,-439.693,-360.418,-281.694,-160.169,-97.3381,-205.864,-192.053,-107.033,-32.2488,854.022
737.645,-202.997,-293.842,-440.624,-350.683,-279.416,-157.036,-101.112,-205.466,-192.615,-105.005,-34.2345,852.204
739.792,-204.658,-293.842,-448.435,-357.61,-285.12,-164.226,-103.808,-210.602,-198.641,-112.195,-40.1852,847.161
733.161,-203.731,-300.562,-450.832,-361.536,-288.092,-159.6,-100.34,-212.561,-198.063,-111.058,-42.5195,850.613
735.689,-204.289,-298.383,-444.707,-356.492,-282.326,-160.899,-99.2548,-216.727,-194.834,-108.674,-36.4077,849.591
733.733,-204.105,-300.023,-448.988,-361.358,-286.702,-156.838,-100.692,-210.996,-198.224,-109.963,-34.6028,851.609
746.035,-204.474,-302.209,-441.919,-357.239,-286.129,-162.191,-102.671,-210.408,-207.071,-111.807,-35.8652,855.446
743.501,-204.289,-295.651,-451.776,-361.171,-292.028,-158.87,-101.951,-218.505,-204.059,-115.312,-44.5217,851.208
735.689,-201.893,-291.824,-445.825,-355.927,-280.425,-155.366,-97.279,-212.578,-195.209,-101.665,-40.1951,846.566
747.012,-206.134,-296.38,-446.009,-354.993,-286.511,-156.286,-99.0773,-211.986,-197.28,-107.195,-39.8334,848.177
744.086,-203.921,-294.74,-442.475,-355.368,-282.52,-160.159,-100.333,-202.11,-201.235,-106.09,-36.4077,849.995
738.812,-205.581,-297.472,-449.915,-360.983,-281.757,-162.927,-100.333,-210.408,-197.846,-112.544,-41.2734,847.776
740.177,-203.737,-305.122,-448.988,-362.292,-284.229,-160.711,-99.7973,-208.429,-199.355,-108.674,-39.4718,854.437
731.198,-202.629,-298.383,-447.311,-363.041,-279.094,-158.318,-98.8965,-212.38,-199.355,-109.775,-38.7485,843.538
740.568,-202.997,-295.286,-445.079,-359.484,-286.702,-161.083,-98.719,-213.567,-192.763,-108.118,-37.8477,841.319
741.936,-203.369,-294.74,-447.87,-357.051,-290.696,-164.772,-98.8965,-207.64,-198.224,-108.487,-42.3584,853.023
736.468,-201.34,-295.286,-446.568,-357.429,-282.135,-159.238,-97.999,-209.418,-199.542,-109.775,-40.7343,850.8
737.251,-201.709,-299.658,-446.384,-353.497,-283.279,-159.975,-98.3573,-207.442,-191.635,-107.195,-40.1951,849.995
736.86,-202.261,-295.831,-447.311,-357.051,-285.751,-162.375,-99.0773,-215.543,-195.4,-110.699,-36.5852,820.133
750.138,-203.553,-299.112,-445.638,-354.993,-280.616,-164.587,-100.333,-210.211,-198.036,-109.775,-44.8833,847.171
750.138,-204.845,-295.831,-448.988,-360.983,-287.27,-166.248,-101.412,-210.408,-201.61,-111.623,-40.3759,836.877
738.421,-206.686,-300.023,-448.988,-356.492,-288.411,-163.295,-99.9748,-212.578,-198.411,-112.728,-36.5852,843.538
758.341,-203.921,-298.932,-442.85,-351.252,-280.807,-159.791,-97.4598,-205.072,-194.269,-105.906,-37.1277,852.214
752.42,-202.057,-295.815,-448.018,-358.317,-279.666,-162.102,-99.7217,-211.772,-197.816,-110.726,-36.7562,830.871
755.534,-204.276,-298.011,-448.961,-360.572,-284.929,-158.972,-96.6609,-208.629,-197.037,-108.71,-37.8608,845.589
757.878,-195.791,-295.641,-442.08,-352.337,-268.383,-159.712,-94.8658,-209.024,-191.389,-105.39,-33.531,839.734
759.637,-201.324,-290.722,-443.011,-351.403,-275.422,-156.575,-97.2001,-208.826,-196.093,-100.777,-34.7934,843.571
752.995,-195.975,-295.46,-447.101,-359.635,-284.739,-160.632,-103.493,-210.996,-200.048,-111.659,-42.5491,836.105
741.669,-202.984,-300.559,-455.28,-361.884,-284.548,-159.528,-100.254,-214.751,-198.355,-107.97,-45.6165,844.176
758.269,-204.276,-297.827,-443.941,-354.207,-278.844,-154.179,-94.685,-216.332,-197.037,-108.523,-37.4992,840.947
757.68,-201.508,-297.462,-447.659,-363.005,-282.648,-161.556,-98.2784,-211.394,-201.367,-105.39,-36.96,844.376
760.804,-201.324,-298.922,-447.101,-362.068,-287.02,-162.845,-98.0976,-213.173,-200.801,-111.475,-42.3682,858.704
742.646,-204.276,-299.103,-448.961,-354.582,-285.12,-161.004,-99.3568,-213.567,-198.355,-109.263,-41.2866,836.709
746.552,-205.381,-297.827,-446.729,-355.706,-278.463,-159.528,-98.4592,-209.418,-197.037,-103.545,-36.7792,833.882
751.825,-202.8,-297.827,-442.452,-359.826,-284.929,-161.188,-99.8959,-211.194,-198.917,-108.71,-38.7617,838.929
756.51,-202.248,-299.648,-447.847,-362.068,-285.498,-161.556,-100.974,-211.789,-196.281,-109.078,-42.5491,836.91
758.854,-202.432,-300.378,-448.961,-353.836,-282.648,-156.207,-98.9984,-212.578,-196.093,-107.602,-37.3184,839.734
761.198,-202.616,-296.916,-439.476,-354.023,-282.266,-160.82,-99.8959,-217.516,-205.318,-112.396,-43.8115,842.558
759.637,-207.413,-300.197,-450.076,-360.947,-281.885,-164.137,-99.8959,-210.799,-201.176,-112.396,-40.925,843.771
769.789,-201.508,-293.635,-445.427,-355.144,-280.935,-158.052,-99.3568,-207.442,-194.775,-108.155,-39.6625,834.691
773.303,-207.597,-296.186,-441.709,-353.086,-274.471,-161.004,-98.2784,-209.024,-194.966,-101.885,-33.7118,842.558
769.204,-202.432,-297.097,-446.545,-354.207,-279.416,-158.788,-98.4592,-211.789,-191.011,-109.812,-40.925,852.651
762.76,-205.197,-297.646,-445.052,-356.643,-284.929,-164.877,-98.0976,-212.975,-197.786,-110.183,-38.7617,854.266
765.581,-200.578,-296.565,-451.677,-362.315,-284.321,-163.463,-103.522,-211.174,-197.497,-110.341,-36.743,842.256
759.712,-204.825,-299.852,-448.905,-358.583,-280.077,-162.733,-99.9222,-208.028,-194.647,-106.849,-43.0784,844.462
762.835,-204.27,-294.569,-444.996,-352.406,-278.367,-160.149,-99.2022,-217.706,-195.4,-106.297,-39.4718,841.838
774.944,-207.222,-299.852,-445.371,-360.079,-276.654,-166.238,-98.3047,-208.623,-199.355,-105.745,-38.3869,835.381
768.303,-200.952,-294.569,-445.371,-357.646,-287.303,-160.333,-96.148,-216.523,-194.647,-108.694,-37.3052,846.681
759.318,-201.321,-298.212,-444.625,-356.897,-273.995,-159.044,-97.5847,-211.979,-190.879,-102.056,-37.3052,838.61
769.865,-198.368,-295.48,-439.979,-353.339,-277.986,-159.781,-97.4072,-209.017,-199.729,-109.246,-36.9469,837.804
762.641,-202.797,-297.85,-441.837,-354.464,-286.544,-162.549,-99.9222,-214.941,-202.366,-109.43,-35.8619,840.628
776.894,-199.105,-296.206,-445.927,-358.021,-282.549,-160.889,-101.54,-217.706,-198.411,-107.589,-35.6844,855.561
775.529,-205.194,-299.852,-445.743,-358.208,-280.458,-164.209,-93.9913,-212.969,-196.34,-110.17,-38.0285,857.78
761.468,-202.797,-296.755,-442.393,-353.152,-277.226,-157.568,-96.8647,-216.128,-194.081,-106.849,-36.766,855.36
766.935,-199.289,-297.85,-447.975,-361.203,-281.03,-161.257,-99.2022,-213.363,-200.479,-111.278,-37.486,850.919
767.326,-198,-296.025,-444.625,-356.709,-281.98,-159.413,-101.717,-208.623,-197.093,-108.694,-37.3052,853.947
762.835,-201.137,-297.12,-445.743,-352.406,-279.886,-158.121,-99.3798,-211.979,-195.021,-104.084,-33.5178,849.913
766.741,-196.34,-293.655,-439.605,-352.593,-273.61,-156.829,-99.0214,-206.449,-190.692,-102.424,-33.5178,840.023
766.935,-201.689,-295.66,-447.788,-356.15,-280.268,-164.025,-98.6631,-212.177,-197.846,-109.614,-38.3869,849.505
766.35,-202.981,-296.206,-445.927,-358.771,-287.685,-160.889,-100.1,-210.598,-198.598,-111.83,-41.0926,833.162
758.93,-205.378,-294.75,-448.715,-361.766,-284.453,-163.473,-99.3798,-211.187,-197.658,-103.532,-37.3052,844.866
765.374,-204.086,-297.482,-447.975,-360.266,-287.116,-157.937,-99.2022,-212.177,-198.036,-110.722,-37.1244,842.243
773.576,-200.213,-297.85,-439.417,-352.593,-277.795,-159.229,-99.7414,-209.017,-194.834,-111.462,-36.2236,837.6
756.582,-204.651,-295.355,-452.42,-364.274,-289.424,-161.737,-99.0083,-210.98,-194.9,-107.776,-37.7754,836.7
761.063,-201.889,-295.545,-446.302,-359.79,-280.425,-159.718,-98.4658,-211.591,-194.495,-105.209,-40.6817,835.68
765.357,-205.578,-294.631,-440.348,-351.554,-274.531,-158.61,-95.9507,-202.899,-189.225,-102.444,-35.0926,833.659
775.319,-200.785,-299.734,-442.767,-355.299,-280.807,-161.01,-97.9266,-210.996,-192.424,-108.342,-38.6959,827.609
758.719,-200.413,-300.099,-448.905,-360.352,-290.127,-160.639,-98.6466,-208.629,-197.694,-109.45,-36.3551,843.548
766.14,-205.026,-297.367,-447.413,-356.982,-279.666,-163.591,-98.285,-215.343,-195.814,-110.739,-37.6176,846.98
762.037,-203.55,-301.374,-444.253,-356.236,-291.646,-163.22,-103.858,-212.975,-196.563,-110.923,-34.9085,846.171
773.951,-201.889,-296.272,-444.625,-356.048,-281.566,-159.903,-97.3875,-211.194,-197.132,-106.133,-32.7452,842.134
751.49,-200.969,-294.451,-446.486,-357.357,-284.992,-159.718,-97.565,-211.394,-200.331,-112.399,-32.5677,847.986
759.498,-202.81,-294.631,-441.837,-353.987,-280.807,-156.03,-101.52,-207.442,-192.424,-104.653,-33.1069,836.282
760.281,-203.918,-294.27,-440.535,-354.362,-278.903,-160.087,-100.083,-211.591,-194.308,-112.583,-34.1885,845.363
763.013,-205.578,-296.637,-446.302,-358.856,-291.456,-153.63,-100.261,-212.975,-201.271,-111.478,-40.8625,853.033
767.116,-202.442,-291.169,-450.763,-363.16,-287.27,-164.144,-100.442,-210.404,-198.825,-110.002,-41.405,831.643
764.381,-199.861,-300.099,-447.788,-356.236,-280.425,-155.106,-99.3633,-212.578,-195.626,-108.158,-36.7134,845.971
765.748,-202.81,-298.642,-444.625,-356.236,-280.235,-160.826,-100.981,-211.591,-204.095,-111.663,-39.0608,847.381
746.022,-202.074,-296.456,-449.461,-354.924,-288.602,-164.144,-102.779,-212.578,-201.271,-113.32,-41.2241,835.68
751.49,-202.994,-297.732,-447.975,-361.476,-287.27,-161.928,-100.803,-211.194,-198.26,-111.847,-40.3233,852.628
764.966,-203.918,-300.099,-440.164,-356.607,-280.047,-160.271,-98.6466,-210.799,-199.766,-105.945,-38.5184,840.319
763.21,-198.017,-298.097,-442.951,-353.05,-273.771,-160.087,-97.565,-211.986,-192.424,-102.444,-34.7277,831.239
771.801,-200.045,-297.548,-440.907,-352.679,-280.235,-160.639,-99.3633,-210.013,-201.271,-106.133,-37.9759,825.587
759.745,-198,-296.348,-444.244,-359.323,-286.896,-163.407,-102.069,-211.177,-199.029,-110.88,-36.2433,843.13
741.18,-204.092,-300.549,-448.721,-355.026,-285.317,-162.125,-100.987,-213.958,-199.003,-108.309,-42.7595,836.256
750.556,-202.248,-296.173,-451.513,-358.771,-284.936,-161.938,-99.0116,-210.996,-193.733,-109.969,-43.8378,853.408
759.929,-199.667,-296.173,-451.513,-358.958,-287.977,-156.04,-100.09,-212.574,-199.756,-111.63,-40.4121,853.207
764.614,-201.324,-296.542,-446.864,-360.454,-286.268,-161.569,-95.2373,-207.837,-198.812,-110.153,-39.1496,849.37
757.585,-202.616,-298.179,-451.513,-357.459,-283.986,-163.417,-101.704,-213.169,-196.369,-109.23,-45.2844,846.546
766.373,-199.295,-298.179,-444.073,-355.96,-281.895,-163.601,-95.5957,-208.626,-195.051,-107.017,-38.2488,857.645
767.737,-198.191,-293.441,-442.771,-354.089,-281.701,-158.989,-97.7524,-206.847,-190.905,-104.992,-34.6389,832.419
749.968,-200.216,-296.361,-446.117,-365.882,-287.79,-161.754,-99.1891,-210.996,-197.688,-108.125,-40.0504,846.546
764.029,-199.483,-296.173,-446.305,-353.902,-278.851,-161.02,-95.7765,-219.488,-199.943,-109.598,-39.8696,833.833
749.382,-199.295,-300.549,-447.791,-360.266,-284.558,-162.677,-100.09,-217.121,-197.119,-104.252,-43.1178,850.583
748.994,-197.635,-296.173,-441.84,-353.339,-279.991,-154.563,-99.9091,-206.058,-193.355,-105.909,-34.0997,835.447
746.259,-200.956,-294.536,-449.464,-361.391,-286.646,-161.569,-98.1107,-210.996,-193.355,-108.677,-36.0822,839.28
742.159,-200.216,-298.909,-445.746,-359.517,-282.842,-160.649,-102.424,-214.356,-196.179,-108.309,-34.4614,831.817
745.085,-203.54,-298.179,-443.514,-354.839,-280.563,-165.077,-93.439,-211.194,-192.98,-106.833,-34.6389,846.346
763.835,-199.667,-292.896,-447.978,-357.084,-279.61,-156.96,-96.674,-210.602,-195.801,-104.992,-37.8871,848.16
761.297,-203.168,-299.093,-448.721,-363.636,-285.699,-162.493,-99.1891,-208.823,-199.003,-111.446,-41.8554,856.031
760.123,-201.692,-298.909,-450.211,-360.266,-287.977,-163.785,-95.9573,-219.886,-199.756,-112.363,-40.2345,845.741
751.92,-200.772,-294.717,-450.211,-355.026,-283.032,-159.357,-99.0116,-212.972,-198.812,-108.309,-45.1003,836.657
773.793,-196.159,-294.901,-442.587,-355.213,-288.168,-158.436,-96.4932,-208.034,-195.991,-108.125,-38.9721,851.793
767.136,-199.841,-295.269,-444.059,-358.103,-276.214,-160.521,-101.395,-212.558,-197.964,-106.465,-43.1902,847.408
761.073,-202.984,-302.749,-445.93,-357.363,-280.715,-158.499,-100.313,-211.394,-195.676,-112.008,-38.1633,855.466
754.626,-199.295,-298.192,-442.399,-356.614,-272.16,-157.946,-103.187,-209.612,-196.807,-105.922,-37.44,855.265
761.073,-200.216,-290.357,-442.028,-353.435,-281.099,-157.578,-97.9759,-212.18,-197.747,-105.738,-36.9008,851.632
761.655,-200.216,-294.184,-443.142,-361.854,-283.759,-164.956,-99.4127,-210.996,-198.5,-110.167,-36.1776,839.724
764.976,-211.47,-299.468,-453.37,-364.475,-288.704,-166.984,-100.491,-208.823,-196.807,-109.795,-38.3408,835.286
749.353,-204.829,-299.829,-447.791,-355.864,-280.905,-161.635,-98.6959,-210.996,-190.971,-107.214,-38.7025,850.219
745.644,-199.111,-297.462,-442.587,-361.667,-275.773,-164.584,-104.265,-215.54,-196.054,-108.503,-38.5217,837.909
748.768,-202.8,-296.551,-447.978,-360.546,-282.237,-164.772,-100.491,-207.442,-198.878,-109.059,-38.3408,848.2
758.532,-200.772,-296.186,-446.864,-356.614,-280.905,-161.819,-99.2318,-216.329,-195.488,-107.03,-39.6033,839.928
764.391,-202.248,-299.103,-445.93,-360.171,-281.287,-163.111,-101.211,-207.442,-195.866,-109.795,-46.4614,844.771
759.9,-199.295,-297.462,-443.698,-354.368,-280.337,-158.683,-99.4127,-208.626,-195.676,-106.478,-35.2767,849.41
761.073,-202.064,-295.641,-445.562,-358.675,-280.527,-160.159,-104.084,-215.54,-200.949,-109.243,-39.965,847.999
767.126,-202.8,-296.371,-447.978,-361.483,-285.85,-163.664,-99.2318,-214.751,-197.938,-105.554,-40.3266,848.2
756.97,-207.413,-300.743,-448.534,-358.113,-284.328,-161.083,-99.7743,-210.996,-194.923,-109.059,-40.8691,851.027
775.325,-199.667,-296.186,-443.514,-357.738,-282.046,-164.956,-92.4066,-211.983,-195.11,-107.402,-36.3584,827.014
440.298,163.318,-141.169,-270.52,-254.466,-221.027,-161.251,-101.517,-653.79,-371.763,-185.402,-52.0537,825.242
449.658,160.36,-142.09,-265.884,-260.841,-219.824,-160.333,-101.513,-655.388,-371.356,-176.749,-49.3677,820.791
451.802,159.807,-137.168,-264.582,-258.22,-221.537,-162.549,-96.1217,-660.129,-372.109,-185.964,-53.3359,828.862
458.246,160.175,-133.89,-267.186,-259.532,-219.061,-161.073,-101.333,-659.139,-375.311,-185.227,-51.3502,833.3
463.71,156.299,-139.72,-266.627,-262.337,-221.724,-162.917,-100.254,-662.696,-368.722,-185.596,-49.1902,825.837
455.708,163.68,-141.725,-266.443,-258.595,-222.109,-161.441,-104.749,-659.139,-377.004,-189.281,-52.4351,830.075
451.023,162.572,-135.712,-267.561,-259.716,-221.346,-159.229,-95.2242,-659.336,-371.921,-187.072,-51.8959,829.062
443.8,162.756,-136.807,-262.162,-258.03,-221.537,-158.308,-96.1217,-657.955,-370.228,-189.097,-50.811,821.195
466.445,160.544,-139.358,-266.814,-254.851,-224.581,-162.549,-101.155,-660.326,-370.416,-185.227,-56.765,827.852
483.817,160.36,-138.082,-261.794,-255.038,-216.783,-156.644,-99.1759,-658.35,-374.18,-185.043,-53.8784,821.8
456.684,162.756,-138.625,-264.211,-260.841,-219.824,-161.257,-99.8959,-660.918,-379.45,-188.729,-53.6976,819.377
470.154,163.864,-135.166,-272.022,-259.154,-220.965,-160.701,-99.8959,-655.585,-370.416,-181.723,-51.1726,821.195
459.025,162.02,-140.449,-267.37,-262.337,-219.446,-158.308,-98.8176,-660.523,-371.547,-185.412,-52.2543,820.791
476.203,160.728,-143.727,-269.047,-261.028,-224.196,-164.209,-96.3025,-659.931,-375.311,-189.281,-55.5025,825.633
460.59,157.039,-142.271,-271.092,-261.028,-223.055,-165.498,-102.773,-657.166,-374.558,-190.945,-58.7474,828.457
451.217,173.826,-140.995,-271.276,-257.471,-220.965,-162.549,-97.7392,-657.166,-370.041,-184.675,-56.5841,829.062
462.148,160.544,-137.533,-263.839,-259.342,-212.788,-159.229,-100.077,-662.696,-367.029,-184.675,-50.9918,829.871
450.046,163.128,-140.995,-266.259,-260.653,-221.918,-163.286,-97.5617,-655.786,-373.24,-186.884,-51.7151,829.667
443.602,160.544,-144.276,-268.672,-261.774,-224.196,-162.365,-101.155,-658.748,-371.921,-188.361,-53.6976,828.862
460.784,158.515,-138.263,-268.3,-263.836,-225.337,-164.946,-104.749,-665.856,-373.618,-191.678,-51.8959,831.686
468.825,160.402,-142.406,-265.105,-258.95,-219.127,-166.438,-103.831,-660.349,-375.488,-187.956,-51.8959,827.419
464.321,158.367,-139.134,-264.003,-256.152,-222.296,-158.331,-98.7946,-658.984,-370.376,-183.541,-50.2948,829.825
480.332,159.475,-135.307,-263.445,-254.844,-221.349,-159.991,-101.132,-652.662,-373.388,-181.697,-51.1956,823.572
485.017,164.824,-142.05,-270.513,-258.96,-220.018,-161.099,-101.132,-659.576,-374.14,-184.649,-50.4756,819.134
463.151,154.126,-143.872,-269.583,-261.022,-221.918,-159.991,-103.289,-663.919,-377.152,-188.706,-56.2455,806.624
