P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P_dyn upstream
492.207,155.08,-142.064,-265.085,-256.527,-216.207,-155.54,-102.664,-659.366,-379.01,-186.487,-51.1693,817.506
503.724,162.276,-141.15,-267.689,-254.844,-220.771,-163.841,-102.306,-658.38,-374.867,-187.779,-53.1551,825.173
482.252,153.603,-151.355,-270.477,-261.955,-222.102,-166.238,-104.101,-662.923,-368.279,-184.646,-54.4176,831.63
451.213,157.664,-146.433,-270.293,-259.335,-224.384,-164.209,-103.023,-660.553,-375.245,-187.595,-53.6943,834.454
484.008,166.889,-138.598,-266.571,-256.527,-222.483,-158.308,-99.2483,-661.736,-368.091,-187.042,-50.2685,834.658
462.145,160.8,-142.794,-271.036,-254.844,-222.865,-163.101,-103.384,-661.144,-373.549,-188.147,-56.2192,829.812
466.245,159.508,-138.237,-268.616,-259.148,-223.815,-164.209,-101.227,-663.909,-379.384,-187.411,-51.8926,829.611
485.961,159.324,-143.52,-263.037,-252.973,-216.589,-159.784,-97.8116,-659.563,-373.549,-187.963,-51.1693,829.611
486.155,161.908,-144.977,-269.546,-262.517,-221.152,-159.968,-102.664,-661.342,-377.691,-188.334,-48.6444,814.278
504.513,159.922,-144.243,-267.488,-260.453,-219.758,-161.99,-101.004,-659.405,-371.816,-186.865,-51.3699,820.485
492.98,156.595,-142.244,-266.203,-255.035,-217.039,-157.203,-102.618,-660.411,-374.611,-185.77,-52.1096,822.286
496.498,164.344,-144.796,-266.762,-258.592,-226.162,-161.813,-100.82,-661.792,-373.48,-187.243,-52.4713,829.953
499.424,161.392,-141.88,-267.876,-256.343,-221.03,-157.019,-103.154,-663.374,-376.116,-186.691,-56.2587,771.844
502.156,154.932,-145.345,-272.154,-261.958,-225.406,-159.787,-101.898,-667.914,-375.929,-190.008,-54.0954,795.653
475.414,157.516,-146.982,-269.921,-259.9,-225.784,-155.73,-100.461,-661.792,-374.048,-185.954,-51.028,773.054
461.747,158.44,-138.056,-272.525,-257.093,-223.884,-162.184,-101.359,-663.176,-377.247,-184.478,-54.6345,825.716
496.498,161.947,-144.069,-268.432,-258.405,-222.171,-160.892,-106.212,-658.432,-371.412,-185.03,-51.3863,828.339
478.149,156.779,-143.155,-270.109,-259.716,-218.177,-163.844,-101.359,-662.581,-375.929,-188.163,-51.9321,819.462
486.931,158.44,-145.345,-263.971,-256.159,-218.558,-160.156,-101.001,-663.176,-373.861,-183.741,-52.2904,820.067
492.98,163.052,-139.874,-258.95,-254.66,-217.039,-166.978,-99.0214,-663.962,-373.861,-185.954,-51.7513,828.747
495.913,158.992,-138.237,-263.786,-253.351,-220.271,-161.076,-100.1,-658.038,-371.786,-183.002,-54.8154,816.638
511.723,160.655,-139.147,-265.46,-257.093,-221.412,-159.972,-97.9431,-664.754,-370.471,-187.611,-52.6521,809.372
454.915,151.798,-143.52,-263.228,-261.958,-214.754,-159.787,-99.7414,-662.979,-376.116,-185.954,-53.5529,814.62
462.921,161.947,-142.609,-263.228,-261.025,-218.177,-162.737,-100.639,-662.979,-373.105,-185.583,-51.7513,831.771
488.492,167.849,-135.686,-264.714,-258.779,-221.602,-159.603,-101.001,-664.163,-377.247,-187.611,-52.8329,831.771
463.312,161.763,-140.788,-277.174,-264.02,-221.602,-162.368,-100.82,-661.398,-371.786,-188.535,-45.4356,830.157
480.881,159.547,-140.969,-261.183,-257.468,-218.749,-163.289,-99.3798,-661,-371.599,-188.351,-52.2904,828.543
472.485,162.684,-137.326,-259.322,-257.842,-216.467,-160.156,-99.0214,-656.262,-372.917,-184.11,-46.8789,831.166
487.125,162.5,-142.244,-265.088,-257.655,-223.121,-164.952,-101.54,-662.979,-376.682,-187.795,-53.3721,824.709
505.549,156.569,-145.545,-269.622,-259.328,-224.985,-164.814,-103.549,-660.362,-380.127,-186.322,-51.8926,827.202
460.633,154.534,-146.463,-263.875,-258.03,-218.269,-161.132,-97.4335,-659.192,-372.003,-186.332,-49.2066,826.182
484.84,154.902,-137.898,-262.198,-255.597,-219.6,-162.792,-103.184,-661.562,-372.944,-186.884,-52.0932,822.349
444.036,157.486,-139.174,-272.985,-260.275,-221.504,-158.551,-99.771,-662.154,-378.97,-181.171,-54.0789,832.034
441.502,160.438,-142.82,-269.451,-258.779,-219.788,-160.577,-96.5359,-660.378,-372.944,-187.624,-54.4373,831.226
473.517,156.75,-138.444,-258.109,-259.716,-216.937,-160.024,-101.566,-662.154,-373.322,-187.992,-50.1074,832.235
465.318,163.575,-142.271,-264.059,-256.909,-217.7,-159.472,-102.825,-656.032,-370.873,-184.859,-55.5222,834.05
473.711,166.159,-136.258,-270.385,-261.4,-223.213,-160.948,-101.208,-658.797,-371.063,-184.12,-47.5825,829.812
463.562,162.467,-138.625,-268.708,-257.655,-220.932,-159.104,-103.545,-658.399,-372.003,-185.227,-51.1891,830.016
463.368,160.623,-142.452,-267.594,-259.529,-219.6,-164.084,-102.286,-660.97,-372.191,-186.516,-46.5008,835.667
477.229,163.391,-139.9,-265.361,-258.405,-223.213,-159.656,-107.139,-657.807,-371.251,-186.884,-53.7173,827.192
467.27,151.213,-141.36,-269.083,-264.207,-219.788,-162.424,-98.5118,-662.154,-371.438,-187.072,-48.845,832.435
478.984,156.378,-138.625,-265.177,-259.716,-220.741,-163.161,-99.9518,-658.202,-377.839,-186.7,-53.3556,825.574
481.134,160.251,-143.181,-264.99,-256.909,-225.114,-160.392,-99.9518,-652.869,-372.944,-183.199,-50.8307,826.182
485.816,158.778,-145.552,-266.663,-257.655,-219.219,-161.316,-99.771,-652.08,-368.43,-187.992,-52.9973,833.044
484.061,159.515,-144.276,-270.197,-260.088,-228.349,-161.5,-99.4094,-658.202,-375.393,-188.729,-54.7989,825.778
497.142,154.166,-138.809,-268.895,-258.592,-221.691,-163.532,-99.4094,-661.957,-376.333,-189.281,-51.9124,825.982
485.234,157.118,-140.814,-262.573,-254.288,-215.228,-156.704,-100.488,-653.464,-370.31,-184.859,-49.2066,824.769
498.704,160.067,-144.276,-264.99,-254.66,-217.887,-159.472,-99.051,-654.253,-370.31,-183.935,-53.5365,828.605
490.113,160.251,-142.82,-267.594,-258.03,-223.782,-163.532,-99.4094,-657.219,-373.887,-187.992,-53.7173,824.769
480.51,160.79,-140.778,-264.773,-257.066,-215.51,-159.59,-100.81,-661.911,-369.314,-184.281,-51.3567,831.916
485.767,155.615,-144.615,-268.882,-259.7,-215.26,-162.549,-104.042,-659.359,-372.487,-187.427,-53.543,825.65
478.544,158.384,-142.064,-271.854,-252.398,-221.918,-161.257,-101.885,-658.767,-376.06,-191.668,-58.4121,818.588
508.998,163.18,-137.326,-268.508,-256.143,-226.1,-157.2,-100.267,-660.743,-372.487,-189.084,-50.8373,824.036
522.079,163.18,-140.788,-265.72,-259.322,-224.196,-159.044,-100.626,-655.805,-370.416,-185.03,-46.5074,827.264
493.578,161.888,-136.596,-259.023,-252.96,-217.351,-159.597,-103.325,-659.162,-368.157,-184.662,-50.6565,822.421
478.35,158.015,-139.147,-261.071,-247.157,-216.02,-159.965,-98.4724,-655.605,-370.416,-183.922,-54.0855,821.415
471.712,153.035,-140.969,-264.977,-258.013,-222.865,-163.286,-99.0116,-653.829,-373.427,-188.719,-57.1496,832.107
480.497,156.352,-143.52,-265.72,-255.955,-215.26,-157.752,-97.7524,-652.84,-366.651,-183.002,-51.0148,828.878
519.541,164.657,-134.229,-259.582,-247.532,-217.923,-152.587,-97.2132,-648.299,-373.805,-182.634,-48.6707,825.446
490.649,161.336,-139.147,-262.557,-254.081,-221.533,-157.2,-102.066,-649.68,-370.416,-187.611,-53.3622,827.869
493.187,158.384,-141.699,-266.279,-257.267,-222.296,-160.333,-99.1891,-650.473,-369.663,-186.871,-53.9014,824.036
501.189,161.336,-139.147,-262.557,-254.081,-222.487,-154.984,-98.1107,-648.694,-367.779,-183.554,-50.8373,825.854
503.921,155.431,-137.326,-259.953,-253.335,-215.07,-159.965,-97.7524,-651.857,-365.145,-190.192,-51.9189,825.854
498.454,160.228,-137.872,-261.998,-252.585,-218.683,-163.657,-98.4724,-656.397,-372.109,-187.427,-54.263,828.069
503.921,163.917,-131.678,-267.022,-254.459,-220.965,-159.044,-98.6499,-655.605,-372.299,-181.341,-51.9189,823.23
479.524,161.888,-136.05,-263.487,-256.143,-219.446,-162.733,-98.4724,-657.781,-369.285,-185.951,-51.1956,826.054
501.972,160.6,-134.41,-269.254,-255.58,-220.205,-161.809,-99.5507,-661.532,-370.603,-181.341,-52.6389,820.202
478.935,159.307,-137.691,-259.769,-257.267,-219.824,-160.333,-102.783,-655.605,-373.24,-186.503,-54.263,826.455
468.98,160.6,-138.056,-264.046,-260.634,-224.39,-159.965,-100.987,-658.57,-375.123,-186.503,-53.0006,822.622
457.667,156.733,-136.205,-263.201,-262.504,-219.975,-163.953,-103.216,-659.346,-371.494,-191.655,-51.005,823.02
486.546,160.787,-143.32,-263.03,-256.899,-221.816,-160.455,-100.336,-656.203,-368.262,-186.135,-51.748,819.781
469.365,163.184,-139.673,-264.145,-255.962,-219.725,-159.163,-97.1047,-654.625,-370.708,-185.211,-52.8296,818.976
476.394,166.688,-139.493,-265.818,-254.278,-223.338,-161.191,-99.8006,-659.958,-367.322,-184.475,-49.943,820.991
472.1,162.444,-137.671,-262.846,-255.212,-220.866,-159.718,-99.8006,-665.09,-370.708,-184.291,-51.5672,808.281
478.932,161.523,-135.85,-268.797,-253.342,-221.816,-158.426,-103.213,-659.958,-374.288,-185.579,-52.2872,818.368
494.745,164.844,-136.941,-263.402,-261.949,-224.101,-163.22,-99.9781,-654.227,-376.36,-186.135,-51.748,825.633
474.441,164.104,-138.398,-264.891,-256.521,-214.971,-161.928,-96.9239,-661.536,-368.262,-187.243,-51.0247,832.695
493.572,161.523,-134.029,-264.516,-255.4,-219.725,-160.455,-99.9781,-661.93,-376.734,-186.687,-53.3721,838.143
492.789,161.155,-142.774,-263.961,-256.708,-214.593,-164.144,-100.336,-659.958,-372.97,-186.871,-51.748,829.062
486.74,163.184,-141.498,-269.911,-259.891,-227.52,-160.639,-101.415,-662.128,-374.288,-188.16,-57.3403,817.763
492.987,151.19,-141.679,-268.984,-260.453,-222.197,-167.648,-102.316,-659.363,-370.899,-186.135,-53.3721,825.43
505.286,163.368,-143.865,-266.193,-261.015,-220.484,-163.22,-101.773,-665.685,-369.393,-187.243,-53.7304,827.451
485.178,160.787,-141.498,-267.495,-259.141,-225.811,-167.832,-103.032,-659.56,-380.311,-189.268,-54.2729,822.806
473.662,158.203,-140.223,-267.12,-258.207,-222.007,-162.115,-101.957,-663.117,-372.97,-187.427,-53.9113,832.09
458.433,158.571,-141.863,-265.447,-257.27,-225.048,-158.055,-100.336,-659.757,-369.959,-185.395,-53.0104,826.238
461.556,163.368,-144.411,-267.12,-256.521,-221.629,-161.007,-103.752,-663.512,-366.007,-186.687,-51.748,827.451
451.601,161.707,-141.679,-266.006,-255.962,-214.021,-155.661,-99.9781,-659.958,-369.58,-187.976,-52.6488,822
473.464,161.707,-144.957,-270.47,-260.453,-223.716,-161.007,-101.056,-662.128,-369.393,-185.951,-53.5496,818.976
462.924,161.707,-139.858,-262.659,-261.761,-221.057,-158.426,-103.575,-659.56,-371.652,-186.871,-51.748,813.929
476.798,168.365,-139.489,-266.851,-257.27,-222.418,-154.07,-100.021,-666.04,-371.063,-189.995,-48.5326,815.511
501.186,162.27,-141.682,-267.235,-258.96,-223.121,-160.718,-99.4784,-661.713,-375.176,-188.9,-50.5381,824.381
442.82,161.346,-139.677,-268.166,-260.272,-223.69,-160.718,-103.792,-660.132,-378,-188.532,-52.8855,825.791
452.384,160.425,-139.677,-262.402,-253.532,-219.508,-162.01,-101.993,-665.464,-371.977,-186.871,-50.1765,799.158
449.652,163.562,-138.04,-265.378,-258.776,-223.884,-161.458,-102.891,-663.686,-370.659,-186.687,-50.8998,805.611
453.751,159.505,-138.585,-265.933,-257.839,-217.986,-159.058,-100.915,-657.564,-377.625,-185.579,-56.4921,819.735
481.47,163.009,-139.315,-265.19,-260.272,-222.552,-164.038,-99.8368,-663.489,-379.131,-188.348,-53.9639,797.139
469.171,158.029,-140.407,-262.215,-258.96,-222.358,-167.546,-100.738,-666.253,-376.494,-193.693,-56.8504,800.772
484.984,165.222,-136.583,-263.888,-257.652,-218.749,-163.118,-95.885,-661.118,-377.06,-187.427,-52.7014,817.112
460.192,166.698,-136.399,-268.353,-260.834,-221.98,-163.118,-99.8368,-662.499,-370.659,-180.789,-49.0948,830.029
449.063,164.67,-138.04,-260.542,-259.897,-221.79,-160.35,-98.9359,-663.291,-372.543,-185.211,-52.7014,827.405
484.202,164.301,-141.866,-262.958,-255.594,-218.936,-162.381,-103.611,-667.046,-367.647,-185.211,-51.6198,820.745
500.601,173.155,-135.123,-263.704,-261.396,-215.704,-157.953,-97.8576,-659.343,-371.037,-185.767,-53.063,829.625
482.252,158.397,-137.675,-266.308,-260.272,-223.884,-157.953,-101.813,-659.343,-379.131,-187.059,-53.2439,818.525
481.664,164.854,-137.855,-258.309,-257.089,-220.458,-157.585,-100.018,-663.291,-370.471,-188.9,-49.4565,828.819
502.748,165.406,-138.22,-264.819,-259.148,-224.831,-157.953,-97.4992,-662.499,-374.989,-186.503,-52.1622,820.143
469.562,164.854,-133.118,-266.308,-254.844,-219.127,-155.553,-97.6801,-653.81,-372.543,-177.653,-48.5524,807.834
468,163.562,-137.49,-267.051,-261.584,-222.74,-165.146,-100.376,-660.526,-373.48,-187.243,-52.1622,824.177
460.971,163.746,-138.95,-265.749,-257.277,-220.836,-158.874,-101.454,-653.221,-371.037,-185.767,-52.5206,828.819
485.57,160.794,-136.764,-264.631,-258.96,-220.268,-161.458,-101.273,-654.204,-373.48,-187.243,-53.2439,821.149
496.909,165.051,-140.081,-267.705,-258.97,-222.48,-168.506,-103.894,-661.907,-372.931,-185.372,-51.8926,826.514
480.303,155.635,-136.261,-265.115,-254.489,-221.089,-162.427,-97.2395,-661.924,-376.291,-186.306,-51.3699,828.924
475.618,164.492,-136.08,-262.698,-252.99,-218.998,-162.427,-101.191,-657.778,-372.339,-184.461,-49.7491,828.52
484.011,159.876,-134.804,-262.698,-258.23,-221.661,-163.72,-98.3179,-656.394,-374.407,-188.887,-53.3556,823.878
451.217,161.537,-141.547,-267.16,-260.476,-223.562,-162.796,-102.092,-656.591,-376.856,-194.601,-57.143,823.477
471.909,161.168,-136.629,-263.254,-258.418,-215.382,-154.682,-100.833,-653.629,-372.526,-184.274,-54.2598,827.109
489.281,160.616,-138.996,-262.882,-257.293,-220.33,-160.583,-98.6762,-657.972,-374.032,-185.754,-50.8307,810.563
488.305,167.994,-134.078,-260.279,-260.663,-221.471,-158.923,-97.0587,-652.442,-368.762,-186.858,-46.6817,823.072
475.424,157.851,-139.907,-269.02,-260.476,-226.412,-159.107,-99.2154,-659.951,-371.773,-187.226,-54.2598,815.402
456.681,158.772,-139.542,-266.975,-258.98,-221.089,-162.243,-102.99,-651.061,-374.219,-185.754,-51.554,817.625
461.954,162.829,-133.71,-268.09,-263.846,-224.134,-164.64,-99.0346,-660.934,-380.995,-188.518,-54.2598,818.634
471.127,159.324,-136.261,-269.579,-259.164,-222.99,-164.827,-101.911,-658.764,-372.901,-188.147,-52.0932,803.096
455.316,162.829,-140.088,-266.417,-261.225,-222.802,-161.135,-104.966,-656.394,-369.511,-184.461,-50.6499,820.044
470.736,165.044,-135.896,-266.788,-258.23,-219.567,-162.612,-100.113,-653.826,-371.961,-180.773,-52.9973,826.301
469.174,167.257,-139.542,-266.975,-256.922,-222.418,-167.037,-102.27,-658.567,-375.35,-185.938,-51.3699,818.229
476.203,160.8,-137.721,-264.931,-258.98,-221.661,-164.64,-99.577,-662.716,-370.83,-186.122,-52.0932,821.458
473.859,164.492,-140.818,-266.604,-258.043,-220.899,-162.612,-101.73,-655.802,-364.241,-180.404,-51.0115,822.063
471.518,158.219,-138.631,-261.768,-256.731,-223.94,-160.031,-97.417,-659.553,-372.148,-185.382,-58.228,830.739
448.287,173.533,-137.721,-266.232,-260.851,-223.562,-156.707,-99.9354,-660.346,-372.148,-187.963,-54.2598,822.464
451.996,163.384,-136.261,-266.604,-259.729,-220.33,-164.456,-99.577,-657.186,-374.976,-185.566,-52.8165,808.14
440.298,163.318,-141.169,-270.52,-254.466,-221.027,-161.251,-101.517,-653.79,-371.763,-185.402,-52.0537,825.242
449.658,160.36,-142.09,-265.884,-260.841,-219.824,-160.333,-101.513,-655.388,-371.356,-176.749,-49.3677,820.791
451.802,159.807,-137.168,-264.582,-258.22,-221.537,-162.549,-96.1217,-660.129,-372.109,-185.964,-53.3359,828.862
458.246,160.175,-133.89,-267.186,-259.532,-219.061,-161.073,-101.333,-659.139,-375.311,-185.227,-51.3502,833.3
463.71,156.299,-139.72,-266.627,-262.337,-221.724,-162.917,-100.254,-662.696,-368.722,-185.596,-49.1902,825.837
455.708,163.68,-141.725,-266.443,-258.595,-222.109,-161.441,-104.749,-659.139,-377.004,-189.281,-52.4351,830.075
451.023,162.572,-135.712,-267.561,-259.716,-221.346,-159.229,-95.2242,-659.336,-371.921,-187.072,-51.8959,829.062
443.8,162.756,-136.807,-262.162,-258.03,-221.537,-158.308,-96.1217,-657.955,-370.228,-189.097,-50.811,821.195
466.445,160.544,-139.358,-266.814,-254.851,-224.581,-162.549,-101.155,-660.326,-370.416,-185.227,-56.765,827.852
483.817,160.36,-138.082,-261.794,-255.038,-216.783,-156.644,-99.1759,-658.35,-374.18,-185.043,-53.8784,821.8
456.684,162.756,-138.625,-264.211,-260.841,-219.824,-161.257,-99.8959,-660.918,-379.45,-188.729,-53.6976,819.377
470.154,163.864,-135.166,-272.022,-259.154,-220.965,-160.701,-99.8959,-655.585,-370.416,-181.723,-51.1726,821.195
459.025,162.02,-140.449,-267.37,-262.337,-219.446,-158.308,-98.8176,-660.523,-371.547,-185.412,-52.2543,820.791
476.203,160.728,-143.727,-269.047,-261.028,-224.196,-164.209,-96.3025,-659.931,-375.311,-189.281,-55.5025,825.633
460.59,157.039,-142.271,-271.092,-261.028,-223.055,-165.498,-102.773,-657.166,-374.558,-190.945,-58.7474,828.457
451.217,173.826,-140.995,-271.276,-257.471,-220.965,-162.549,-97.7392,-657.166,-370.041,-184.675,-56.5841,829.062
462.148,160.544,-137.533,-263.839,-259.342,-212.788,-159.229,-100.077,-662.696,-367.029,-184.675,-50.9918,829.871
450.046,163.128,-140.995,-266.259,-260.653,-221.918,-163.286,-97.5617,-655.786,-373.24,-186.884,-51.7151,829.667
443.602,160.544,-144.276,-268.672,-261.774,-224.196,-162.365,-101.155,-658.748,-371.921,-188.361,-53.6976,828.862
460.784,158.515,-138.263,-268.3,-263.836,-225.337,-164.946,-104.749,-665.856,-373.618,-191.678,-51.8959,831.686
468.825,160.402,-142.406,-265.105,-258.95,-219.127,-166.438,-103.831,-660.349,-375.488,-187.956,-51.8959,827.419
464.321,158.367,-139.134,-264.003,-256.152,-222.296,-158.331,-98.7946,-658.984,-370.376,-183.541,-50.2948,829.825
480.332,159.475,-135.307,-263.445,-254.844,-221.349,-159.991,-101.132,-652.662,-373.388,-181.697,-51.1956,823.572
485.017,164.824,-142.05,-270.513,-258.96,-220.018,-161.099,-101.132,-659.576,-374.14,-184.649,-50.4756,819.134
463.151,154.126,-143.872,-269.583,-261.022,-221.918,-159.991,-103.289,-663.919,-377.152,-188.706,-56.2455,806.624
